#grain	nu/um	abs+scat*(1-g)	abs	scat*(1-g)	scat	scat*(1-g)/[abs+scat*(1-g)]
1.73264e+07	1.69e-35	1.69e-35	3.76e-51	3.76e-51	2.23e-16
1.72687e+07	1.70e-35	1.70e-35	3.81e-51	3.81e-51	2.24e-16
1.72113e+07	1.71e-35	1.71e-35	3.86e-51	3.86e-51	2.26e-16
1.71540e+07	1.72e-35	1.72e-35	3.92e-51	3.92e-51	2.27e-16
1.70969e+07	1.74e-35	1.74e-35	3.97e-51	3.97e-51	2.29e-16
1.70400e+07	1.75e-35	1.75e-35	4.02e-51	4.02e-51	2.30e-16
1.69833e+07	1.76e-35	1.76e-35	4.08e-51	4.08e-51	2.32e-16
1.69268e+07	1.77e-35	1.77e-35	4.13e-51	4.13e-51	2.33e-16
1.68705e+07	1.78e-35	1.78e-35	4.19e-51	4.19e-51	2.35e-16
1.68144e+07	1.79e-35	1.79e-35	4.24e-51	4.24e-51	2.36e-16
1.67584e+07	1.81e-35	1.81e-35	4.30e-51	4.30e-51	2.38e-16
1.67027e+07	1.82e-35	1.82e-35	4.36e-51	4.36e-51	2.40e-16
1.66471e+07	1.83e-35	1.83e-35	4.41e-51	4.42e-51	2.41e-16
1.65917e+07	1.84e-35	1.84e-35	4.47e-51	4.47e-51	2.43e-16
1.65365e+07	1.86e-35	1.86e-35	4.53e-51	4.53e-51	2.44e-16
1.64815e+07	1.87e-35	1.87e-35	4.60e-51	4.60e-51	2.46e-16
1.64266e+07	1.88e-35	1.88e-35	4.66e-51	4.66e-51	2.48e-16
1.63720e+07	1.89e-35	1.89e-35	4.72e-51	4.72e-51	2.49e-16
1.63175e+07	1.91e-35	1.91e-35	4.78e-51	4.78e-51	2.51e-16
1.62632e+07	1.92e-35	1.92e-35	4.85e-51	4.85e-51	2.53e-16
1.62091e+07	1.93e-35	1.93e-35	4.91e-51	4.91e-51	2.54e-16
1.61551e+07	1.95e-35	1.95e-35	4.98e-51	4.98e-51	2.56e-16
1.61014e+07	1.96e-35	1.96e-35	5.04e-51	5.04e-51	2.58e-16
1.60478e+07	1.97e-35	1.97e-35	5.11e-51	5.11e-51	2.59e-16
1.59944e+07	1.98e-35	1.98e-35	5.18e-51	5.18e-51	2.61e-16
1.59412e+07	2.00e-35	2.00e-35	5.25e-51	5.25e-51	2.63e-16
1.58881e+07	2.01e-35	2.01e-35	5.32e-51	5.32e-51	2.64e-16
1.58353e+07	2.03e-35	2.03e-35	5.39e-51	5.39e-51	2.66e-16
1.57826e+07	2.04e-35	2.04e-35	5.46e-51	5.46e-51	2.68e-16
