name,sample,OH_over_solar,DTG,DTG_err_low,DTG_err_high,DTM,DTM_err_low,DTM_err_high,OH_err_low,OH_err_high
UGC06903,HIGH,0.43939823865339367,0.0031391982796720426,0.0008034308445525862,0.00148416731206767,0.3469070612017997,0.172440045193007,0.29173164619371866,0.046223379809126615,0.05142403093650705
,HRS_LTG,0.44317819370215317,0.00269217988105347,0.0009076907409000534,0.0015211866757081065,0.31112940277352935,0.17875943319933899,0.281682097949241,0.03772058239825279,0.03772058239825279
,HRS_LTG,0.4466817975324947,0.003645762222074233,0.000941514956804757,0.0018552556902456207,0.37765703845267967,0.1888574264066719,0.3409480519610544,0.038018787451775914,0.038018787451775914
,HRS_LTG,0.4469496439778614,0.005702561844311017,0.0018433096712798728,0.003653266679357145,0.48681449735702215,0.3480665961163053,0.649150389545848,0.03804158488192051,0.03804158488192051
,HRS_LTG,0.4492008911228285,0.0022575473327816533,0.0005082754785452896,0.0006370839092253349,0.272016618051235,0.10727953645599288,0.12859925149676343,0.03823319709262336,0.03823319709262336
,HRS_LTG,0.4518651536240954,0.0021824151862101866,0.000390350628731752,0.00046157819776322705,0.26421486552535517,0.0867162362795715,0.09843594955474114,0.038459962611860875,0.038459962611860875
,HRS_LTG,0.4525771527607307,0.0034450379127951916,0.0006802905041262738,0.0008095515071080781,0.36141055471460415,0.14251925332745866,0.16375427023992717,0.038520563567599655,0.038520563567599655
,HRS_LTG,0.4537165177620532,0.0025168883596855115,0.00043955470001061587,0.0005441766811224162,0.2920035625317136,0.096882313426392,0.11402646765431251,0.0386175392582469,0.0386175392582469
UGC04673,HIGH,0.46520220139812934,0.004165071328769434,0.001349866306696877,0.0018352073270685148,0.3996406609528107,0.2510457910692101,0.3334499228345704,0.04110004079317642,0.046729471161469756
NGC5584,HIGH,0.46853066756752315,0.005584701947368306,0.0013254349937653655,0.0025089751241463227,0.4698380858342944,0.23383071999255697,0.4224908878062289,0.023436819984579138,0.024282910699481623
Haro2,DGS,0.4696489975104086,0.0018312964352964656,0.0005501913459092249,0.0012604425557097038,0.22475202225690438,0.10622948296697245,0.21866830787180958,0.03997361323412542,0.03997361323412542
,HRS_LTG,0.47116239812625693,0.004324406708477869,0.0011448381506255108,0.001517216907856043,0.4056080376536007,0.21517834239527472,0.2739397228960249,0.0401024245191636,0.0401024245191636
,HRS_LTG,0.4733786157693841,0.007764775309499309,0.0019506015074272744,0.0031648533225956703,0.5494572902568037,0.35313033340320626,0.5438422548087587,0.040291055235674486,0.040291055235674486
2MASXJ14265308+0057462,HIGH,0.4837155141645244,0.0042889722003500805,0.0010874261790893972,0.0015073919050392114,0.39731298828585887,0.21102211703388316,0.28213306999846954,0.05342171643792028,0.06140850198688402
,HRS_LTG,0.4846137862551998,0.0024498515033663125,0.00044723699811429927,0.0006146695181838799,0.27317985377179016,0.09186647273377177,0.11755396833621652,0.04124732334654063,0.04124732334654063
