# Object	Reference	Metallicity	[O/H]	[N/H]
HD141531	W.Aoki+PASJ60L72008	-1.7		
HD141531	I.U.Roederer+ApJ7249752010			
HD141531	B.W.Carney+AJ1252932003	-1.57		
HD141531	J.Simmerer+ApJ61710912004	-1.79		
HD16031	S.G.Ryan+ApJ549552001	-1.83		
HD16031	A.M.Boesgaard+ApJ7431402011	-1.81	-1.03	
HD16031	I.U.Roederer+AJ1471362014	-1.91	-1.5	<-0.73
HD16031	J.P.Fulbright+AJ12018412000	-1.6		
HD16031	C.Charbonnel+AAP4429612005	-1.85		
HD16031	E.Caffau+AAP4415332005	-1.61		
HD16031	R.Smiljanic+AAP4991032009	-1.6		
HD16031	K.A.Venn+AJ12811772004			
HD175305	R.G.Gratton+AAP3541692000	-1.31	-0.72	-1.31
HD175305	M.Ishigaki+PASJ621432010	-1.45		
HD175305	C.J.Hansen+AAP545A312012	-1.38		
HD175305	T.V.Mishenina+AAP3709512001	-1.42		
HD175305	L.Zhang+ApJ70610952009	-1.35		
HD175305	I.U.Roederer+ApJ6757232008	-1.6		
HD175305	M.N.Ishigaki+ApJ753642012	-1.35		
HD175305	J.P.Fulbright+ApJ59511542003	-1.5	-0.87	
HD175305	T.V.Mishenina+AAP3961892002			
HD175305	I.U.Roederer+ApJ7115732010	-1.6	-0.66	
HD175305	D.L.Burris+ApJ5443022000	-1.5		
HD175305	K.A.Venn+AJ12811772004			
HD175305	M.Takada-Hidai+ApJ5736142002	-1.35		
HD175305	I.U.Roederer+AJ1471362014	-1.56	-1.18	-1.5
HD175305	J.P.Fulbright+AJ12018412000	-1.3		
HD175305	I.U.Roederer+ApJ69819632009	-1.48		
HD175305	M.N.Ishigaki+ApJ771672013	-1.35		
HD175305	B.W.Carney+AJ1252932003	-1.39		
HD175305	J.J.Cowan+ApJ6272382005	-1.48		
HD175606	I.U.Roederer+AJ1471362014	-2.24	-2.07	<-2.23
HD178443	A.McWilliam+AJ10927571995	-2.1		
HD178443	I.U.Roederer+AJ1471362014	-2.02	-1.52	-1.3
HD178443	A.McWilliam+AJ10927361995			
HD184266	M.N.Ishigaki+ApJ753642012	-1.72		
HD184266	R.G.Gratton+AAP3541692000	-1.85		
HD184266	J.P.Fulbright+ApJ59511542003	-1.6	-1.06	
HD184266	M.Takada-Hidai+ApJ5736142002	-1.55		
HD184266	I.U.Roederer+AJ1471362014	-1.74	-1.25	<0.07
HD184266	M.N.Ishigaki+ApJ771672013	-1.72		
HD184266	I.U.Roederer+ApJ7249752010			
HD184266	J.Simmerer+ApJ61710912004	-1.43		
HD184266	B.W.Carney+AJ1252932003	-1.87		
HD186478	A.McWilliam+AJ10927571995	-2.7		
HD186478	J.A.Johnson+ApJ65812032007	-2.63		-1.71
HD186478	M.Spite+AAP4306552005	-2.59	-1.7	-1.88
HD186478	A.McWilliam+AJ10927361995			
HD186478	C.J.Hansen+AAP545A312012	-2.42		
HD186478	S.M.Andrievsky+AAP509A882010	-2.59		
HD186478	P.Francois+AAP4769352007	-2.6		
HD186478	J.A.Johnson+ApJ5796162002			
HD186478	S.Honda+ApJS1521132004			
HD186478	I.U.Roederer+ApJ7249752010			
HD186478	J.A.Johnson+ApJ5548882001	-2.4		
HD186478	S.Honda+ApJ6074742004	-2.5		
HD186478	J.A.Johnson+ApJS1392192002	-2.4		
HD186478	S.M.Andrievsky+AAP4814812008	-2.59		
HD186478	S.M.Andrievsky+AAP49410832009	-2.59		
HD186478	R.Cayrel+AAP41611172004	-2.59	-1.76	-2.08
HD186478	H.Li+ApJ852L312018			
HD186478	M.Spite+AAP541A1432012	-2.59		
HD186478	D.L.Burris+ApJ5443022000	-2.2		
HD186478	K.A.Venn+AJ12811772004			
HD186478	S.M.Andrievsky+AAP46410812007	-2.59		
HD186478	I.U.Roederer+AJ1471362014	-2.78	-2.21	-2.12
HD186478	I.U.Roederer+ApJ69819632009	-2.56		
HD186478	M.Spite+AAP4552912006	-2.59		-1.88
HD186478	M.Spite+AAP528A92011	-2.59		
HD186478	J.Simmerer+ApJ61710912004	-2.56		
HD186478	B.W.Carney+AJ1252932003	-2.45		
HD186478	J.J.Cowan+ApJ6272382005	-2.56		
HD186478	F.Spite+AAP611A302018	-2.6		
HD187861	T.Masseron+AAP509A932010	-2.36	-0.99	-0.23
HD187861	S.VanEck+AAP4042912003			
HD19445	G.Israelian+ApJ 557L432001	-1.88		
HD19445	R.G.Gratton+AAP3541692000	-1.97	-1.35	
HD19445	M.Bergemann+AAP522A92010	-1.96		
HD19445	C.J.Hansen+AAP545A312012	-2.13		
HD19445	J.A.Rich+ApJ70115192009	-2.1	-1.35	
HD19445	G.Bihain+AAP4237772004	-2.04		
HD19445	T.V.Mishenina+AAP3709512001	-1.89		
HD19445	M.Bergemann+MNRAS40113342010	-1.96		
HD19445	R.Smiljanic+AAP4991032009	-2		
HD19445	I.U.Roederer+ApJ8601252018	-2.2		
HD19445	M.Bergemann+AAP4928232008	-1.96		
HD19445	A.M.Boesgaard+ApJ7431402011	-2.1	-1.59	
HD19445	J.R.Shi+AAP4655872007	-2.08		
HD19445	R.G.Gratton+AAP4041872003	-2.04	-1.2	
HD19445	B.E.Reddy+MNRAS36713292006	-1.88	-1.26	
HD19445	A.M.Boesgaard+AJ1174921999	-2.01	-0.99	
HD19445	Y.Takeda+PASJ63S5372011	-2.05		
HD19445	T.V.Mishenina+AAP3961892002	-1.89		
HD19445	N.Ryde+AAP4155592004	-1.9		
HD19445	K.A.Venn+AJ12811772004			
HD19445	T.Mishenina+MNRAS46943782017			
HD19445	P.E.Nissen+AAP3902352002	-2.04	-1.17	
HD19445	I.U.Roederer+AJ1471362014	-2.4	-2.06	<-0.93
HD19445	J.P.Fulbright+AJ12018412000	-2		
HD19445	C.Charbonnel+AAP4429612005	-2.06		
HD19445	T.Gehren+AAP45110652006	-1.96		
HD19445	M.Asplund+ApJ6442292006	-2.02	-1.33	
HD194598	K.Jonsell+AAP4403212005	-1.14	-0.72	
HD194598	P.E.Nissen+AAP4693192007	-1.15		
HD194598	G.Israelian+ApJ 557L432001	-1.06		
HD194598	R.G.Gratton+AAP3541692000	-1.05	-0.71	-1.12
HD194598	A.M.Boesgaard+ApJ66711962007	-1.23		
HD194598	J.A.Rich+ApJ70115192009	-1.25	-0.88	
HD194598	C.J.Akerman+AAP4149312004	-1.17	-0.5	
HD194598	G.Bihain+AAP4237772004	-1.2		
HD194598	T.V.Mishenina+AAP3709512001	-1.16		
HD194598	I.U.Roederer+ApJ7249752010			
HD194598	R.Smiljanic+AAP4991032009	-1.1		
HD194598	J.Melendez+AAP515L32010	-1.13		
HD194598	P.E.Nissen+AAP4159932004	-1.17		
HD194598	P.E.Nissen+AAP511L102010	-1.09		
HD194598	A.M.Boesgaard+ApJ7431402011	-1.23	-1.06	
HD194598	J.R.Shi+AAP4655872007	-1.16		
HD194598	R.G.Gratton+AAP4041872003	-1.12	-0.64	
HD194598	J.Melendez+ApJ64210822006	-0.9	-0.47	
HD194598	A.M.Boesgaard+AJ1174921999	-1.16	-0.47	
HD194598	Y.Takeda+PASJ63S5372011	-1.15		
HD194598	T.V.Mishenina+AAP3961892002			
HD194598	K.A.Venn+AJ12811772004			
HD194598	A.Ford+AAP3936172002	-1.37		
HD194598	J.P.Fulbright+AJ12018412000	-1.1		
HD194598	T.Bensby+AAP562A712014	-1.11		
HD194598	C.Charbonnel+AAP4429612005	-1.45		
HD194598	E.Caffau+AAP4415332005	-1.17		
HD194598	D.Fabbian+AAP50011432009	-1.15	-0.54	
HD194598	J.Simmerer+ApJ61710912004	-1.08		
HD194598	H.L.Yan+AAP5851022016	-1.08		
HD194598	T.Gehren+AAP45110652006	-1.16		
HD194598	P. E. Nissen+AAP530A152011	-1.09		
HD196944	K.Jonsell+AAP4403212005	-2.23	-1.41	
HD196944	I.U.Roederer+AJ1471362014	-2.39	-2.03	-0.88
HD196944	I.U.Roederer+ApJ6757232008	-2.46		
HD196944	T.Masseron+AAP509A932010	-2.19	-1.59	-0.83
HD196944	W.Aoki+PASJ549332002	-2.25		-0.81
HD196944	S.VanEck+AAP4042912003			
HD196944	W.Aoki+ApJ58011492002	-2.25		
HD196944	V.Placco+ApJ8121092015	-2.41		-1.33
HD200654	K.Jonsell+AAP4403212005	-2.99		
HD200654	A.McWilliam+AJ10927571995	-2.9		
HD200654	I.U.Roederer+AJ1471362014	-3.06	<-2.09	-3.46
HD200654	A.McWilliam+AJ10927361995			
HD200654	A.E.GarciaPerez+AAP4516212006	-2.75	-1.84	
HD200654	A.E.GarciaPerez+AAP4472992006	-2.73		
HD201626	S.VanEck+AAP4042912003			
HD201626	V.Placco+ApJ8121092015	-1.51	-0.78	-1.13
HD201891	K.Jonsell+AAP4403212005	-1.14	-0.57	
HD201891	R.G.Gratton+AAP3541692000	-1.04	-0.59	-0.79
HD201891	T.V.Mishenina+AAP552A1282013	-0.96	-0.38	
HD201891	G.Bihain+AAP4237772004	-1.05		
HD201891	T.V.Mishenina+AAP3709512001	-0.99		
HD201891	I.U.Roederer+ApJ7249752010			
HD201891	Y.Q.Chen+1414912000	-1.04	-0.52	
HD201891	J.Melendez+AAP515L32010	-1.05		
HD201891	A.M.Besgaard+ApJ64111222006	-1.07		
HD201891	A.M.Boesgaard+ApJ7431402011	-1.07	-0.93	
HD201891	J.P.Fulbright+ApJ59511542003	-1.1	-0.36	
HD201891	J.R.Shi+AAP4655872007	-1.05		
HD201891	R.G.Gratton+AAP4041872003	-1.08	-0.47	
HD201891	B.E.Reddy+MNRAS36713292006	-1.07	-0.28	
HD201891	T.V.Mishenina+AAP3961892002			
HD201891	Y.Takeda+PASJ63S5372011	-1.1		
HD201891	K.A.Venn+AJ12811772004			
HD201891	A.Ford+AAP3936172002	-1.22		
HD201891	M.Takada-Hidai+ApJ5736142002	-1		
HD201891	I.U.Roederer+AJ1471362014	-1.21		-0.81
HD201891	J.P.Fulbright+AJ12018412000	-1		
HD201891	T.Bensby+AAP562A712014	-1.08	-0.65	
HD201891	C.Charbonnel+AAP4429612005	-0.8		
HD201891	J.Simmerer+ApJ61710912004	-1.09		
HD201891	T.Gehren+AAP45110652006	-1.07		
HD206983	T.Masseron+AAP509A932010	-0.99	<-0.79	0.17
HD207585	T.Masseron+AAP509A932010	-0.2	-0.09	-0.13
HD211173	T.Masseron+AAP509A932010	-0.12	-0.19	0.07
HD214362	M.N.Ishigaki+ApJ753642012	-1.92		
HD214362	M.Ishigaki+PASJ621432010	-2.05		
HD214362	D.L.Burris+ApJ5443022000	-1.7		
HD214362	I.U.Roederer+AJ1471362014	-2.04	-1.64	<0.27
HD214362	M.N.Ishigaki+ApJ771672013	-1.93		
HD214362	I.U.Roederer+ApJ7249752010			
HD214362	J.Simmerer+ApJ61710912004	-1.87		
HD214362	B.W.Carney+AJ1252932003	-2.2		
HD219116	T.Masseron+AAP509A932010	-0.34	-0.49	-0.13
HD220127	I.U.Roederer+AJ1471362014	-1.85	-1.41	-1.75
HD221170	I.Ivans+ApJ6456132006	-2.19	-1.72	-1.37
HD221170	J.Melendez+ApJ5568582001	-2.11	-1.45	
HD221170	T.V.Mishenina+AAP3709512001	-2.05		
HD221170	L.Zhang+AAP528A922011			
HD221170	P.S.Barklem+AAP4391292005	-2.14		
HD221170	J.P.Fulbright+ApJ59511542003	-2.2	-1.55	
HD221170	W.Aoki+PASJ60L72008	-2.1		
HD221170	Y.Saito+PASJ615492009	-2.03		
HD221170	N.Christlieb+AAP42810272004	-1.61		
HD221170	T.V.Mishenina+AAP3961892002			
HD221170	D.L.Burris+ApJ5443022000	-2		
HD221170	K.A.Venn+AJ12811772004			
HD221170	T.Mishenina+MNRAS46943782017		-1.78	
HD221170	J.P.Fulbright+AJ12018412000	-2.1		
HD221170	J.Simmerer+ApJ61710912004	-2.35		
HD221170	B.W.Carney+AJ1252932003	-2.26		
HD221170	J.J.Cowan+ApJ6272382005	-2.35		
HD224959	T.Masseron+AAP509A932010	-2.06	-0.99	-0.23
HD224959	S.VanEck+AAP4042912003			
HD23439	R.G.Gratton+AAP3541692000	-0.99	-0.17	-1.1
HD23439	R.G.Gratton+AAP4041872003	-1.04	-0.08	
HD23439	B.E.Reddy+MNRAS36713292006	-1.03	-0.12	
HD23439	T.V.Mishenina+AAP3961892002	-1.14		
HD23439	K.A.Venn+AJ12811772004			
HD23439	T.V.Mishenina+AAP3709512001	-1.14		
HD23439	J.P.Fulbright+AJ12018412000	-0.8		
HD23439	I.U.Roederer+ApJ7249752010			
HD23439	J.Simmerer+ApJ61710912004	-1.22		
HD237846	I.U.Roederer+AJ1471362014	-3.14	-2.04	<-2.18
HD237846	L.Zhang+ApJ70610952009	-3.01		
HD237846	M.N.Ishigaki+ApJ753642012	-2.81		
HD237846	M.N.Ishigaki+ApJ771672013	-2.85		
HD237846	M.Ishigaki+PASJ621432010	-3.18		
HD237846	I.U.Roederer+ApJ7115732010	-3.2	-1.61	<-2.13
HD24035	T.Masseron+AAP509A932010	-0.14	-0.29	0.27
HD26	T.Masseron+AAP509A932010	-1.02	-0.69	-0.13
HD26	S.VanEck+AAP4042912003			
HD26169	I.U.Roederer+AJ1471362014	-2.81	-2.24	-3.26
HD26169	R.G.Gratton+AAP3541692000	-2.3	-1.63	
HD26169	A.E.GarciaPerez+AAP4516212006	-2.29	-1.64	
HD26169	A.E.GarciaPerez+AAP4472992006	-2.28		
HD2796	A.McWilliam+AJ10927571995	-2.6		
HD2796	G.Israelian+ApJ 557L432001	-2.3		
HD2796	M.Spite+AAP4306552005	-2.47	-1.83	-1.53
HD2796	A.McWilliam+AJ10927361995			
HD2796	S.M.Andrievsky+AAP509A882010	-2.47		
HD2796	G.Bihain+AAP4237772004	-2.18		
HD2796	T.V.Mishenina+AAP3709512001	-2.21		
HD2796	P.Francois+AAP4769352007	-2.4		
HD2796	J.Melendez+ApJ5754742002	-2.26	-1.51	
HD2796	S.M.Andrievsky+AAP4814812008	-2.47		
HD2796	S.M.Andrievsky+AAP49410832009	-2.47		
HD2796	R.Cayrel+AAP41611172004	-2.47	-1.89	
HD2796	J.P.Fulbright+ApJ59511542003	-2.2	-1.36	
HD2796	H.Li+ApJ852L312018			
HD2796	M.Spite+AAP541A1432012	-2.47		
HD2796	T.V.Mishenina+AAP3961892002	-2.21		
HD2796	D.L.Burris+ApJ5443022000	-3		
HD2796	K.A.Venn+AJ12811772004			
HD2796	S.M.Andrievsky+AAP46410812007	-2.47		
HD2796	M.Spite+AAP4552912006	-2.47		-1.53
HD2796	M.Spite+AAP528A92011	-2.47		
HD2796	F.Spite+AAP611A302018	-2.5		
HD31128	A.M.Boesgaard+ApJ7431402011	-1.56	-0.89	
HD31128	I.U.Roederer+AJ1471362014	-1.92	-1.45	<-1.51
HD31128	J.P.Fulbright+AJ12018412000	-1.4		
HD31128	T.Bensby+AAP562A712014	-1.62	-0.9	
HD31128	R.G.Gratton+AAP4041872003	-1.5	-0.76	
HD31128	R.Smiljanic+AAP4991032009	-1.4		
HD31128	K.A.Venn+AJ12811772004			
HD338529	A.Hosford+AAP4936012009	-2.42		
HD338529	P.E.Nissen+AAP4693192007	-2.26		
HD338529	J.A.Rich+ApJ70115192009	-2.32	-1.51	
HD338529	G.Bihain+AAP4237772004	-2.36		
HD338529	T.V.Mishenina+AAP3709512001	-2.31		
HD338529	E.Arnone+AAP4305072005			
HD338529	A.E.GarciaPerez+AAP5042132009	-2.33		
HD338529	J.Melendez+AAP515L32010	-2.29		
HD338529	A.M.Boesgaard+ApJ7431402011	-2.32	-1.75	
HD338529	J.R.Shi+AAP4655872007	-2.25		
HD338529	A.M.Boesgaard+AJ1174921999	-2.24	-1.24	
HD338529	T.V.Mishenina+AAP3961892002			
HD338529	K.A.Venn+AJ12811772004			
HD338529	P.E.Nissen+AAP3902352002	-2.34	-1.5	
HD338529	I.U.Roederer+AJ1471362014	-2.41	-2.2	<-0.23
HD338529	J.P.Fulbright+AJ12018412000	-2.3		
HD338529	C.Charbonnel+AAP4429612005	-2.42		
HD338529	D.Fabbian+AAP50011432009	-2.26	-1.45	
HD338529	M.Asplund+ApJ6442292006	-2.26	-1.63	
HD338529	T.Gehren+AAP45110652006	-2.25		
HD345957	A.M.Boesgaard+ApJ7431402011	-1.46	-1.15	
HD345957	R.G.Gratton+AAP3541692000	-1.4	-0.99	
HD345957	R.G.Gratton+AAP4041872003	-1.42	-0.51	
HD345957	A.M.Boesgaard+AJ1174921999	-1.41	-0.47	
HD345957	J.A.Rich+ApJ70115192009	-1.53	-0.99	
HD345957	T.V.Mishenina+AAP3961892002			
HD345957	G.Bihain+AAP4237772004	-1.5		
HD345957	K.A.Venn+AJ12811772004			
HD345957	T.V.Mishenina+AAP3709512001	-1.33		
HD345957	I.U.Roederer+AJ1471362014	-1.42	-1.11	<-1.03
HD345957	J.P.Fulbright+AJ12018412000	-1.4		
HD345957	C.Charbonnel+AAP4429612005	-1.54		
HD45282	R.G.Gratton+AAP3541692000	-1.37	-0.9	-1.41
HD45282	J.R.Shi+AAP4655872007	-1.52		
HD45282	J.P.Fulbright+ApJ59511542003	-1.5	-0.96	
HD45282	Y.Saito+PASJ615492009	-1.29		
HD45282	T.V.Mishenina+AAP3961892002	-1.31		
HD45282	K.A.Venn+AJ12811772004			
HD45282	T.V.Mishenina+AAP3709512001	-1.28		
HD45282	I.U.Roederer+AJ1471362014	-1.73		<-1.48
HD45282	J.P.Fulbright+AJ12018412000	-1.4		
HD45282	B.W.Carney+AJ1252932003	-1.8		
HD45282	A.E.GarciaPerez+AAP4516212006	-1.53	-0.97	
HD45282	A.E.GarciaPerez+AAP4472992006	-1.52		
HD6229	R.G.Gratton+AAP3541692000	-1.01	-0.63	-0.67
HD6268	A.McWilliam+AJ10927571995	-2.7		
HD6268	J.P.Fulbright+ApJ59511542003	-2.1	-1.9	
HD6268	Y.Saito+PASJ615492009	-2.36		
HD6268	A.McWilliam+AJ10927361995			
HD6268	D.L.Burris+ApJ5443022000	-3		
HD6268	K.A.Venn+AJ12811772004			
HD6268	I.U.Roederer+AJ1471362014	-2.69	-2.15	-1.89
HD6268	I.U.Roederer+ApJ69819632009	-2.42		
HD6268	S.Honda+ApJS1521132004			
HD6268	W.Aoki+ApJ592L672003	-2.5		
HD6268	J.Melendez+ApJ5754742002	-2.35	-1.64	
HD6268	S.Honda+ApJ6074742004	-2.63		
HD6268	J.J.Cowan+ApJ6272382005	-2.42		
HD64090	R.G.Gratton+AAP3541692000	-1.51	-1.13	-1.31
HD64090	J.A.Rich+ApJ70115192009	-1.77	-1.18	
HD64090	G.Bihain+AAP4237772004	-1.74		
HD64090	T.V.Mishenina+AAP3709512001	-1.69		
HD64090	I.U.Roederer+ApJ7249752010			
HD64090	A.M.Boesgaard+ApJ7431402011	-1.77	-1.42	
HD64090	R.G.Gratton+AAP4041872003	-1.59	-0.93	
HD64090	A.M.Boesgaard+AJ1174921999	-1.67	-0.86	
HD64090	T.V.Mishenina+AAP3961892002	-1.69		
HD64090	K.A.Venn+AJ12811772004			
HD64090	A.Ford+AAP3936172002	-1.82		
HD64090	J.P.Fulbright+AJ12018412000	-1.7		
HD64090	I.U.Roederer+AJ1471362014	-2.04	-1.54	-1.68
HD64090	C.Charbonnel+AAP4429612005	-1.77		
HD64090	T.Bensby+AAP562A712014	-1.84		
HD64090	J.Simmerer+ApJ61710912004	-1.78		
HD83212	A.Alves-Brito+AAP513A352010	-1.42	-0.77	
HD83212	H.Jonsson+AAP530A1442011	-1.4		
HD83212	J.P.Fulbright+AJ12018412000	-1.3		
HD83212	R.G.Gratton+AAP3541692000	-1.41	-0.79	-0.83
HD83212	C.J.Hansen+AAP545A312012	-1.25		
HD83212	B.W.Carney+AJ1252932003	-1.45		
HD83212	D.L.Burris+ApJ5443022000	-1.2		
HD83212	K.A.Venn+AJ12811772004			
HD87140	J.P.Fulbright+AJ12018412000	-1.8		
HD87140	R.G.Gratton+AAP3541692000	-1.73	-1.19	-1.78
HD87140	J.P.Fulbright+ApJ59511542003	-2	-1.04	
HD87140	T.V.Mishenina+AAP3961892002	-1.71		
HD87140	G.Bihain+AAP4237772004	-1.83		
HD87140	K.A.Venn+AJ12811772004			
HD87140	T.V.Mishenina+AAP3709512001	-1.71		
HD88609	C.J.Hansen+AAP545A312012	-2.87		
HD88609	T.V.Mishenina+AAP3709512001	-2.66		
HD88609	J.A.Johnson+ApJ5796162002			
HD88609	S.Honda+ApJS1521132004			
HD88609	I.U.Roederer+ApJ7249752010			
HD88609	J.A.Johnson+ApJ5548882001	-2.8		
HD88609	S.Honda+ApJ6074742004	-3.07		
HD88609	J.A.Johnson+ApJS1392192002	-2.8		
HD88609	Y.Saito+PASJ615492009	-2.83		
HD88609	T.V.Mishenina+AAP3961892002	-2.66		
HD88609	N.Ryde+AAP4155592004	-2.85		
HD88609	D.L.Burris+ApJ5443022000	-3		
HD88609	K.A.Venn+AJ12811772004			
HD88609	M.Takada-Hidai+ApJ5736142002	-2.7		
HD88609	J.P.Fulbright+AJ12018412000	-2.9		
HD88609	I.U.Roederer+AJ1471362014	-3.08	-2.43	<-2.13
HD88609	S.Honda+ApJ66611892007	-3.07		
HD94028	K.Jonsell+AAP4403212005	-1.39	-0.86	
HD94028	R.G.Gratton+AAP3541692000	-1.4	-0.89	
HD94028	D.K.Lai+ApJ66711852007	-1.36		
HD94028	I.U.Roederer+ApJ821372016	-1.62	-1.13	<-0.82
HD94028	J.A.Rich+ApJ70115192009	-1.54	-0.99	
HD94028	G.Bihain+AAP4237772004	-1.49		
HD94028	T.V.Mishenina+AAP3709512001	-1.43		
HD94028	I.U.Roederer+ApJ7249752010			
HD94028	R.Smiljanic+AAP4991032009	-1.4		
HD94028	A.M.Besgaard+ApJ64111222006	-1.54		
HD94028	I.U.Roederer+ApJ8601252018	-1.6		
HD94028	A.M.Boesgaard+ApJ7431402011	-1.54	-1.21	
HD94028	J.R.Shi+AAP4655872007	-1.51		
HD94028	R.G.Gratton+AAP4041872003	-1.44	-0.74	
HD94028	A.M.Boesgaard+AJ1174921999	-1.46	-0.63	
HD94028	T.V.Mishenina+AAP3961892002	-1.43		
HD94028	N.Ryde+AAP4155592004	-1.35		
HD94028	K.A.Venn+AJ12811772004			
HD94028	A.Ford+AAP3936172002	-1.5		
HD94028	M.Takada-Hidai+ApJ5736142002	-1.5		
HD94028	I.U.Roederer+AJ1471362014	-1.81	-1.32	<-1.33
HD94028	J.P.Fulbright+AJ12018412000	-1.4		
HD94028	C.Charbonnel+AAP4429612005	-1.55		
HD94028	J.Simmerer+ApJ61710912004	-1.4		
HD94028	T.Gehren+AAP45110652006	-1.51		
HE0010-3422	T.Hansen+ApJ8071732015	-2.7	<-0.76	-0.18
HE0024-2523	J.G.Cohen+ApJ61211072004	-2.5		
HE0024-2523	J.G.Cohen+AJ1244702002	-2.62		
HE0024-2523	S.Lucatello+AJ1258752003	-2.72	-2.08	-0.4
HE0024-2523	J.G.Cohen+ApJ778562013	-2.72		
HE0024-2523	E.Carretta+AJ1244812002	-2.65		
HE0054-2542	T.Hansen+ApJ8071732015	-2.5	<-1.28	-1.61
HE0056-3022	I.U.Roederer+AJ1471362014	-3.72	<-2.4	-3.72
HE0056-3022	B.W.Carney+AJ1252932003	-2.9		
HE0056-3022	A.E.GarciaPerez+AAP4516212006	-3.04	-2.44	
HE0056-3022	A.E.GarciaPerez+AAP4472992006	-3.01		
HE0100-1622	T.Hansen+ApJ8071732015	-2.9	<-0.63	-1.03
HE0109-4510	T.Hansen+ApJ8071732015	-3	<-0.66	-2.39
HE0132-2439	J.G.Cohen+AJ1244702002	-3.56		
HE0132-2439	J.G.Cohen+ApJ778562013		<-1.74	-2.34
HE0132-2439	E.Carretta+AJ1244812002	-3.59		
HE0132-2439	J.G.Cohen+ApJ6723202008		<-1.74	-2.38
HE0134-1519	T.Hansen+ApJ8071732015	-4	<-1.08	<-2.98
HE0134-1519	T.Hansen+ApJ7871622014	-4		<-2.98
HE0226+0103	J.G.Cohen+ApJ778562013	-2.81	<-1.77	-1.79
HE0233-0343	T.Hansen+ApJ8071732015	-4.7	<-0.68	<-1.88
HE0233-0343	T.Hansen+ApJ7871622014	-4.7		<-1.88
HE0243-3044	T.Hansen+ApJ8071732015	-2.6	<-0.68	-1.1
HE0305-4520	P.S.Barklem+AAP4391292005	-2.91		
HE0305-4520	M.Spite+AAP571A402014	-3	-1.94	-1.23
HE0305-4520	L.Zhang+AAP528A922011			
HE0322-1504	T.C.Beers+AJ13311932007	-2	-1.03	0.15
HE0336-2412	I.U.Roederer+AJ1471362014	-3.02	<-2.22	<-3.43
HE0336-2412	C.Charbonnel+AAP4429612005	-2.7		
HE0336-2412	R.Smiljanic+AAP4991032009	-2.35		
HE0336-2412	A.E.GarciaPerez+AAP4516212006	-2.27	-1.9	
HE0336-2412	A.E.GarciaPerez+AAP4472992006	-2.25		
HE0336-2412	D.L.Burris+ApJ5443022000	-2.2		
HE0338-3945	P.S.Barklem+AAP4391292005	-2.41		
HE0338-3945	L.Zhang+AAP528A922011			
HE0338-3945	K.Jonsell+AAP4516512006	-2.42	-1.03	-0.91
HE0411-3558	T.Hansen+ApJ8071732015	-2.8	<-0.51	<-1.51
HE0440-1049	T.Hansen+ApJ8071732015	-3	<-0.52	<-2.4
HE0440-3426	T.Hansen+ApJ8071732015	-2.2	-1.5	-1.41
HE0448-4806	T.Hansen+ApJ8071732015	-2.3	<-0.36	-0.82
HE0450-4902	T.Hansen+ApJ8071732015	-3.1	<0.43	-1.07
HE0454-4758	P.S.Barklem+AAP4391292005	-3.1		
HE0454-4758	I.U.Roederer+AJ1471362014	-3.32	<-2.29	-3.12
HE0454-4758	L.Zhang+AAP528A922011			
HE0507-1430	T.C.Beers+AJ13311932007	-2	-1.33	-0.75
HE0534-4548	T.C.Beers+AJ13311932007	-1.8	-1.73	-0.75
HE0557-4840	J.E.Norris+ApJ7531502012	-4.8	-2.49	<-3.83
HE0557-4840	J.E.Norris+ApJ6707742007	-4.8	<-1.69	<-2.43
HE0938+0114	P.S.Barklem+AAP4391292005	-2.51		
HE0938+0114	M.N.Ishigaki+ApJ753642012	-2.43		
HE0938+0114	P.E.Nissen+AAP4693192007	-2.6		
HE0938+0114	M.Ishigaki+PASJ621432010	-3.03		
HE0938+0114	J.A.Rich+ApJ70115192009	-2.67	-1.58	
HE0938+0114	A.Ford+AAP3936172002	-2.81		
HE0938+0114	E.Arnone+AAP4305072005			
HE0938+0114	I.U.Roederer+AJ1471362014	-2.92	-2.5	<0.07
HE0938+0114	L.Zhang+ApJ70610952009	-2.82		
HE0938+0114	L.Zhang+AAP528A922011			
HE0938+0114	M.N.Ishigaki+ApJ771672013	-2.45		
HE0938+0114	C.Charbonnel+AAP4429612005	-2.79		
HE0938+0114	D.Fabbian+AAP50011432009	-2.61	-1.89	
HE0938+0114	T.Gehren+AAP45110652006	-2.54		
HE0945-1435	T.Hansen+ApJ8071732015	-3.9	<0.13	<-1.77
HE0945-1435	D.Yong+ApJ762262013	-3.78		
HE0945-1435	J.E.Norris+ApJ762252013	-3.78		
HE1001-0243	T.Masseron+AAP509A932010	-2.88	<-0.99	-1.73
HE1012-1540	I.U.Roederer+AJ1471362014	-3.76	<-1.99	-3.02
HE1012-1540	I.U.Roederer+ApJ7841582014	-3.76	<-1.99	-3.02
HE1012-1540	J.G.Cohen+ApJ778562013	-3.51	-1.13	-2.12
HE1012-1540	J.G.Cohen+ApJ6723202008		-1.04	-2.08
HE1029-0546	T.Hansen+ApJ8071732015	-3.3	<0.42	-0.38
HE1045-1434	T.C.Beers+AJ13311932007	-2.5	-0.73	0.25
HE1124-2335	P.S.Barklem+AAP4391292005	-2.95		
HE1124-2335	I.U.Roederer+AJ1471362014	-3.26	<-2.17	-3.06
