# Object	Reference	Metallicity	[O/H]	[C/H]
G201-44	I.U.Roederer+AJ1471362014	-1.63	-1.45	-1.78
G234-28	I.U.Roederer+AJ1471362014	-1.78	-1.66	-1.86
G24-3	A.M.Boesgaard+ApJ7431402011	-1.62	-1.27	
G24-3	M.N.Ishigaki+ApJ753642012	-1.4		
G24-3	P.E.Nissen+AAP4693192007	-1.62		
G24-3	J.Melendez+ApJ64210822006	-1.4	-1.02	
G24-3	C.J.Akerman+AAP4149312004	-1.67	-1.07	-1.72
G24-3	M.N.Ishigaki+ApJ771672013	-1.4		
G24-3	C.Charbonnel+AAP4429612005	-1.71		
G24-3	D.Fabbian+AAP50011432009	-1.62	-1.13	-1.78
G24-3	J.Melendez+AAP515L32010	-1.59		
G24-3	P.E.Nissen+AAP4159932004	-1.67		
G26-1	I.U.Roederer+AJ1471362014	-1.94	-1.39	-2.01
G3-28	B.E.Reddy+MNRAS36713292006	-0.37	0.24	0.4
G4-36	I.U.Roederer+AJ1471362014	-2.22	-2	-1.91
G4-36	I.I.Ivans+ApJ5929062003	-1.94	-1.39	
G4-36	K.A.Venn+AJ12811772004			
G4-37	A.M.Boesgaard+ApJ7431402011	-2.5	-1.68	
G4-37	P.E.Nissen+AAP4693192007	-2.45		
G4-37	G.Israelian+ApJ5518332001	-2.89	-1.22	
G4-37	E.Arnone+AAP4305072005			
G4-37	I.U.Roederer+AJ1471362014	-2.67	-2.4	-2.24
G4-37	C.Charbonnel+AAP4429612005	-2.87		
G4-37	E.Caffau+AAP4415332005			
G4-37	D.Fabbian+AAP50011432009	-2.45	-1.53	-2.17
G41-41	L.Zhang+ApJ70610952009	-2.84		
G41-41	M.N.Ishigaki+ApJ753642012	-2.63		
G41-41	M.N.Ishigaki+ApJ771672013	-2.63		
G41-41	M.Ishigaki+PASJ621432010	-2.98		
G41-41	D.Fabbian+AAP50011432009	-2.66	-1.95	-2.47
G41-41	T.Gehren+AAP45110652006	-2.51		
G53-41	P.E.Nissen+AAP511L102010	-1.2		
G53-41	M.N.Ishigaki+ApJ753642012	-1.14		
G53-41	P.E.Nissen+AAP4693192007	-1.29		
G53-41	M.Ishigaki+PASJ621432010	-1.44		
G53-41	J.Melendez+ApJ64210822006	-1.1	-0.8	
G53-41	C.J.Akerman+AAP4149312004	-1.34	-0.83	-1.36
G53-41	L.Zhang+ApJ70610952009	-1.22		
G53-41	M.N.Ishigaki+ApJ771672013	-1.14		
G53-41	D.Fabbian+AAP50011432009	-1.29	-0.91	-1.42
G53-41	J.Melendez+AAP515L32010	-1.24		
G53-41	P. E. Nissen+AAP530A152011	-1.2		
G53-41	P.E.Nissen+AAP4159932004	-1.34		
G64-37	W.Aoki+ApJ69818032009	-3.22		
G64-37	A.Hosford+AAP4936012009	-3.29		
G64-37	P.E.Nissen+AAP4693192007	-3.08		
G64-37	M.Ishigaki+PASJ621432010	-3.36		
G64-37	C.J.Hansen+AAP545A312012	-3.17		
G64-37	J.A.Rich+ApJ70115192009	-3.28	-2.14	
G64-37	C.J.Akerman+AAP4149312004	-3.12	-2.25	-2.71
G64-37	G.Israelian+ApJ5518332001	-3.22		
G64-37	E.Arnone+AAP4305072005			
G64-37	A.E.GarciaPerez+AAP5042132009	-3.12		
G64-37	A.M.Boesgaard+ApJ6333982005	-3.32		
G64-37	J.Melendez+AAP515L32010	-3.17		
G64-37	A.M.Besgaard+ApJ64111222006	-3.2		
G64-37	P.E.Nissen+AAP4159932004	-3.12		
G64-37	A.M.Boesgaard+ApJ7431402011	-3.28	-2.38	
G64-37	M.N.Ishigaki+ApJ753642012	-3.06		
G64-37	J.Melendez+ApJ64210822006	-2.8	-2.34	
G64-37	Y.Takeda+PASJ63S5372011	-3.08		
G64-37	V.M.Placco+ApJ829242016	-3.11	-2.1	-1.99
G64-37	A.Stephens+AJ12316472002	-3.32		
G64-37	M.N.Ishigaki+ApJ771672013	-3.09		
G64-37	C.Charbonnel+AAP4429612005	-2.96		
G64-37	D.Fabbian+AAP50011432009	-3.08	-2.27	-2.72
G66-30	S.G.Ryan+ApJ549552001	-1.66		
G66-30	P.E.Nissen+AAP4693192007	-1.48		
G66-30	J.Melendez+ApJ64210822006	-1.3	-0.7	
G66-30	A.M.Boesgaard+ApJ66711962007	-1.57		
G66-30	C.J.Akerman+AAP4149312004	-1.52	-0.76	-1.5
G66-30	C.Charbonnel+AAP4429612005	-1.66		
G66-30	D.Fabbian+AAP50011432009	-1.48	-0.79	-1.52
G66-30	P.E.Nissen+AAP4159932004	-1.52		
G71-55	I.U.Roederer+AJ1471362014	-1.82	-1.35	-2.24
G71-55	C.M.Sakari+ApJ8681102018			
G75-31	S.G.Ryan+ApJ549552001	-1.15		
G75-31	P.E.Nissen+AAP511L102010	-1.03		
G75-31	B.E.Reddy+MNRAS36713292006	-0.95	-0.69	-0.63
G75-31	P.E.Nissen+AAP3902352002	-1.04	-0.84	
G75-31	E.Caffau+AAP4415332005	-1.25		
G75-31	M.Asplund+ApJ6442292006	-1.02	-0.63	
G75-31	H.L.Yan+AAP5851022016	-1.03		
G75-31	J.Melendez+AAP515L32010	-1.01		
G75-31	P. E. Nissen+AAP530A152011	-1.03		
G77-61	B.Plez+AAP43411172005	-4.03		-1.42
G77-61	T.C.Beers+AJ13311932007	-4	-2.23	-0.84
G9-31	B.E.Reddy+MNRAS36713292006	-0.84	-0.09	-0.24
G90-3	A.M.Boesgaard+ApJ7431402011	-2.28	-1.85	
G90-3	I.U.Roederer+AJ1471362014	-2.24	-2.06	-2.49
G90-3	C.Charbonnel+AAP4429612005	-2.1		
HD002665	G.Israelian+ApJ 557L432001	-2		
HD002665	R.G.Gratton+AAP3541692000	-1.95	-1.56	-2
HD002665	J.P.Fulbright+ApJ59511542003	-1.9	-1.6	
HD002665	Y.Saito+PASJ615492009	-2.09		
HD002665	N.Ryde+AAP4155592004	-1.74		
HD002665	J.Melendez+ApJ5568582001	-1.9	-1.17	-2.08
HD002665	D.L.Burris+ApJ5443022000	-3		
HD002665	K.A.Venn+AJ12811772004			
HD002665	J.P.Fulbright+AJ12018412000	-1.8		
HD002665	I.U.Roederer+ApJ7249752010			
HD002665	J.Simmerer+ApJ61710912004	-1.99		-1.86
HD003008	H.N.Li+ApJ765512013	-2.06	-1.6	-2.97
HD003008	W.Aoki+PASJ60L72008	-1.8		-2.37
HD003008	I.U.Roederer+ApJ7249752010			
HD003008	B.W.Carney+AJ1252932003	-1.43		
HD003008	J.Simmerer+ApJ61710912004	-2.08		-2.15
HD003008	D.L.Burris+ApJ5443022000	-2		
HD006755	R.G.Gratton+AAP3541692000			
HD006755	D.K.Lai+ApJ66711852007	-1.63		-1.5
HD006755	J.P.Fulbright+ApJ59511542003	-1.5	-0.96	
HD006755	T.V.Mishenina+AAP3961892002	-1.46		
HD006755	J.Melendez+ApJ5568582001	-1.49	-0.91	-1.47
HD006755	D.L.Burris+ApJ5443022000	-1.5		
HD006755	K.A.Venn+AJ12811772004			
HD006755	T.V.Mishenina+AAP3709512001	-1.47		
HD006755	J.P.Fulbright+AJ12018412000	-1.4		
HD006755	I.U.Roederer+ApJ7249752010			
HD006755	B.W.Carney+AJ1252932003	-1.72		
HD006755	J.Simmerer+ApJ61710912004	-1.68		-1.7
HD006755	J.J.Cowan+ApJ6272382005	-1.68		
HD021581	R.G.Gratton+AAP3541692000	-1.57	-1.12	-1.74
HD021581	J.P.Fulbright+ApJ59511542003	-1.7	-1.03	
HD021581	Y.Saito+PASJ615492009	-1.73		
HD021581	J.Melendez+ApJ5568582001	-1.68	-1.02	-1.96
HD021581	K.A.Venn+AJ12811772004			
HD021581	H.Jonsson+AAP530A1442011	-1.64		
HD021581	I.U.Roederer+AJ1471362014	-1.82	-1.29	-1.81
HD021581	J.P.Fulbright+AJ12018412000	-1.6		
HD021581	I.U.Roederer+ApJ7249752010			
HD021581	J.Simmerer+ApJ61710912004	-1.71		-1.68
HD021581	B.W.Carney+AJ1252932003	-1.65		
HD022879	C.J.Hansen+AAP545A312012	-0.95		
HD022879	T.V.Mishenina+AAP552A1282013	-0.77	-0.11	
HD022879	G.Bihain+AAP4237772004	-0.91		
HD022879	R.Smiljanic+AAP4991032009	-0.8		
HD022879	T.Bensby+AAP4331852005			
HD022879	P.E.Nissen+AAP511L102010	-0.85		
HD022879	R.G.Gratton+AAP4041872003	-0.79	-0.23	
HD022879	B.E.Reddy+MNRAS36713292006	-0.87	-0.11	-0.47
HD022879	T.Mishenina+MNRAS46943782017		-0.18	
HD022879	K.A.Venn+AJ12811772004			
HD022879	J.P.Fulbright+AJ12018412000	-0.8		
HD022879	T.Bensby+AAP562A712014	-0.81	-0.31	
HD022879	E.Caffau+AAP4415332005	-0.83		
HD022879	J.Simmerer+ApJ61710912004			
HD022879	T.Gehren+AAP45110652006	-0.83		
HD022879	H.L.Yan+AAP5851022016	-0.85		
HD022879	P. E. Nissen+AAP530A152011	-0.85		
HD023798	H.Jonsson+AAP530A1442011	-2.03		
HD023798	R.G.Gratton+AAP3541692000	-2.03	-1.53	-2.77
HD023798	J.P.Fulbright+ApJ59511542003	-2	-1.28	
HD023798	I.U.Roederer+ApJ7249752010			
HD023798	B.W.Carney+AJ1252932003	-1.9		
HD023798	J.Simmerer+ApJ61710912004	-2.26		-2.63
HD023798	M.Aoki+ApJ83782017	-2.26		
HD025329	M.Bergemann+AAP4928232008	-1.84		
HD025329	R.G.Gratton+AAP3541692000	-1.69		-1.5
HD025329	R.G.Gratton+AAP4041872003	-1.76		
HD025329	T.V.Mishenina+AAP3961892002	-1.73		
HD025329	G.Bihain+AAP4237772004	-1.78		
HD025329	J.Melendez+ApJ5568582001	-1.75	-1.12	-1.53
HD025329	K.A.Venn+AJ12811772004			
HD025329	T.V.Mishenina+AAP3709512001	-1.73		
HD025329	M.Bergemann+MNRAS40113342010	-1.84		
HD025329	J.P.Fulbright+AJ12018412000	-1.7		
HD025329	I.U.Roederer+ApJ7249752010			
HD025329	J.Simmerer+ApJ61710912004	-1.67		-1.14
HD026297	R.G.Gratton+AAP3541692000	-1.67	-1.18	-2.28
HD026297	J.P.Fulbright+ApJ59511542003	-1.7	-1.02	
HD026297	T.V.Mishenina+AAP3961892002	-1.91		
HD026297	J.Melendez+ApJ5568582001	-1.75	-1.13	
HD026297	D.L.Burris+ApJ5443022000	-1.7		
HD026297	K.A.Venn+AJ12811772004			
HD026297	T.V.Mishenina+AAP3709512001	-1.91		
HD026297	H.Jonsson+AAP530A1442011	-1.51		
HD026297	I.U.Roederer+AJ1471362014	-1.72	-1.07	-2.24
HD026297	J.P.Fulbright+AJ12018412000	-1.6		
HD026297	I.U.Roederer+ApJ7249752010			
HD026297	J.Simmerer+ApJ61710912004	-1.98		-2.25
HD029574	H.N.Li+ApJ765512013	-1.93	-1.51	-3.02
HD029574	W.Aoki+PASJ60L72008	-1.8		-2.57
HD029574	J.P.Fulbright+ApJ59511542003	-1.8	-1.17	
HD029574	Y.Saito+PASJ615492009	-1.81		
HD029574	J.Melendez+ApJ5568582001	-1.84	-1.11	
HD029574	D.L.Burris+ApJ5443022000	-1.65		
HD029574	K.A.Venn+AJ12811772004			
HD029574	H.Jonsson+AAP530A1442011	-1.7		
HD029574	J.P.Fulbright+AJ12018412000	-1.7		
HD029574	J.A.Johnson+ApJ5796162002			
HD029574	I.U.Roederer+ApJ7249752010			
HD029574	J.A.Johnson+ApJ5548882001	-1.7		
HD029574	J.Simmerer+ApJ61710912004	-2		-2.47
HD029574	J.A.Johnson+ApJS1392192002	-1.7		
HD074462	R.G.Gratton+AAP3541692000	-1.37	-0.86	-1.79
HD074462	W.Aoki+PASJ60L72008	-1.4		-1.67
HD074462	D.K.Lai+ApJ66711852007	-1.76		-1.83
HD074462	J.P.Fulbright+ApJ59511542003	-1.6	-0.92	
HD074462	Y.Saito+PASJ615492009	-1.56		
HD074462	C.J.Hansen+AAP545A312012	-1.48		
HD074462	D.L.Burris+ApJ5443022000	-1.4		
HD074462	I.U.Roederer+ApJ69819632009	-1.52		
HD074462	I.U.Roederer+ApJ7249752010			
HD074462	J.Simmerer+ApJ61710912004	-1.52		-1.64
HD101501	Y.Takeda+PASJ57652005	-0.03	-0.07	-0.21
HD101501	Y.Takeda+PASJ57452005	-0.03		
HD101501	Y.Takeda+PASJ593352007	-0.03		
HD102634	Y.Takeda+PASJ57652005	0.2	-0.07	0.44
HD102634	Y.Takeda+PASJ57452005	0.2		
HD102634	Y.Takeda+PASJ593352007	0.2		
HD102870	M.Takada-Hidai+ApJ5736142002	-0.15		
HD102870	Y.Takeda+PASJ57652005	0.13	0.18	0.28
HD102870	J.Simmerer+ApJ61710912004			
HD102870	Y.Takeda+PASJ57452005	0.13		
HD102870	T.V.Mishenina+AAP552A1282013	0.13	0.28	
HD102870	K.A.Venn+AJ12811772004			
HD102870	Y.Takeda+PASJ593352007	0.13		
HD10307	M.Takada-Hidai+ApJ5736142002	0		
HD10307	Y.Takeda+PASJ57652005	0.06	0.17	0.17
HD10307	Y.Takeda+PASJ57452005	0.06		
HD10307	T.V.Mishenina+AAP552A1282013	0.02	0.17	
HD10307	Y.Q.Chen+1414912000	-0.05	0.19	
HD10307	Y.Takeda+PASJ593352007	0.06		
HD103095	R.G.Gratton+AAP3541692000	-1.18	-0.69	-1.26
HD103095	Y.Takeda+PASJ57452005	-1.29		
HD103095	G.Bihain+AAP4237772004	-1.43		
HD103095	T.V.Mishenina+AAP3709512001	-1.39		
HD103095	M.Bergemann+MNRAS40113342010	-1.35		
HD103095	I.U.Roederer+ApJ7249752010			
HD103095	J.Melendez+ApJ659L252007	-1.35		
HD103095	A.M.Boesgaard+ApJ6333982005	-1.34		
HD103095	M.Bergemann+AAP4928232008	-1.35		
HD103095	J.P.Fulbright+ApJ59511542003	-1.5	-0.9	
HD103095	R.G.Gratton+AAP4041872003	-1.28	-0.64	
HD103095	Y.Takeda+PASJ57652005	-1.29	-0.45	
HD103095	A.M.Boesgaard+AJ1174921999	-1.26	-0.63	
HD103095	T.V.Mishenina+AAP3961892002	-1.47		
HD103095	K.A.Venn+AJ12811772004			
HD103095	Y.Takeda+PASJ593352007	-1.29		
HD103095	T.Mishenina+MNRAS46943782017		-0.6	
HD103095	A.Stephens+AJ12316472002	-1.34		
HD103095	J.P.Fulbright+AJ12018412000	-1.3		
HD103095	J.Simmerer+ApJ61710912004	-1.43		-1.3
HD103095	T.Gehren+AAP45110652006	-1.35		
HD103723	P.E.Nissen+AAP511L102010	-0.8		
HD103723	B.E.Reddy+MNRAS36713292006	-0.83	-0.12	
HD103723	J.Melendez+ApJ64210822006	-0.6	-0.28	
HD103723	C.J.Hansen+AAP545A312012	-0.85		
HD103723	C.J.Akerman+AAP4149312004	-0.82	-0.35	-0.8
HD103723	K.A.Venn+AJ12811772004			
HD103723	P.E.Nissen+AAP3902352002	-0.79	-0.56	
HD103723	J.P.Fulbright+AJ12018412000	-0.8		
HD103723	K.F.Tan+MNRAS3922052009	-0.82	-0.25	
HD103723	E.Caffau+AAP4415332005	-0.79		
HD103723	H.L.Yan+AAP5851022016	-0.8		
HD103723	P. E. Nissen+AAP530A152011	-0.8		
HD103723	P.E.Nissen+AAP4159932004	-0.82		
HD104304	M.Takada-Hidai+ApJ5736142002	0.15		
HD104304	Y.Takeda+PASJ57652005	0.25	0.19	0.28
HD104304	Y.Takeda+PASJ57452005	0.25		
HD104304	Y.Takeda+PASJ593352007	0.25		
HD105004	P.E.Nissen+AAP511L102010	-0.82		
HD105004	M.N.Ishigaki+ApJ753642012	-0.58		
HD105004	C.J.Hansen+AAP545A312012	-0.84		
HD105004	C.J.Akerman+AAP4149312004	-0.86	-0.43	-0.68
HD105004	M.N.Ishigaki+ApJ771672013	-0.57		
HD105004	R.Smiljanic+AAP4991032009	-0.8		
HD105004	H.L.Yan+AAP5851022016	-0.82		
HD105004	P. E. Nissen+AAP530A152011	-0.82		
HD105004	P.E.Nissen+AAP4159932004	-0.86		
HD10519	B.E.Reddy+MNRAS36713292006	-0.64	0.08	-0.12
HD105546	M.N.Ishigaki+ApJ753642012	-1.45		
HD105546	J.P.Fulbright+AJ12018412000	-1.4		
HD105546	R.G.Gratton+AAP3541692000	-1.47	-0.82	-2.13
HD105546	M.N.Ishigaki+ApJ771672013	-1.44		
HD105546	I.U.Roederer+ApJ7249752010			
HD105546	Y.Saito+PASJ615492009	-1.27		
HD105546	J.Simmerer+ApJ61710912004	-1.48		-1.75
HD105546	D.L.Burris+ApJ5443022000	-1		
HD105546	K.A.Venn+AJ12811772004			
HD106038	A.M.Boesgaard+ApJ7431402011	-1.34	-0.99	
HD106038	P.E.Nissen+AAP4693192007	-1.37		
HD106038	R.G.Gratton+AAP4041872003	-1.23	-0.62	
HD106038	J.Melendez+ApJ64210822006	-1.2	-0.58	
HD106038	C.J.Hansen+AAP545A312012	-1.48		
HD106038	C.J.Akerman+AAP4149312004	-1.42	-0.61	-1.03
HD106038	P.E.Nissen+AAP3902352002	-1.37	-0.62	
HD106038	K.F.Tan+MNRAS3922052009	-1.3	-0.54	
HD106038	E.Caffau+AAP4415332005	-1.27		
HD106038	D.Fabbian+AAP50011432009	-1.37	-0.64	-1.05
HD106038	R.Smiljanic+AAP4991032009	-1.26		
HD106038	M.Asplund+ApJ6442292006	-1.35	-0.71	
HD106038	P.E.Nissen+AAP4159932004	-1.42		
HD106516	P.E.Nissen+AAP511L102010	-0.68		
HD106516	R.G.Gratton+AAP4041872003	-0.68	-0.19	
HD106516	B.E.Reddy+MNRAS36713292006	-0.74	0.04	-0.38
HD106516	T.V.Mishenina+AAP552A1282013	-0.72	-0.04	
HD106516	K.A.Venn+AJ12811772004			
HD106516	M.Takada-Hidai+ApJ5736142002	-0.7		
HD106516	J.P.Fulbright+AJ12018412000	-0.6		
HD106516	E.Caffau+AAP4415332005	-0.72		
HD106516	I.U.Roederer+ApJ7249752010			
HD106516	J.Simmerer+ApJ61710912004	-0.81		
HD106516	R.Smiljanic+AAP4991032009	-0.6		
HD106516	H.L.Yan+AAP5851022016	-0.68		
HD106516	P. E. Nissen+AAP530A152011	-0.68		
HD10697	Y.Takeda+PASJ57652005	0.13	0.14	-0.18
HD10697	Y.Takeda+PASJ57452005	0.13		
HD10697	Y.Takeda+PASJ593352007	0.13		
HD10700	Y.Takeda+PASJ57652005	-0.43	0.06	-0.82
HD10700	Y.Takeda+PASJ63S5372011	-0.43		
HD10700	T.V.Mishenina+AAP3961892002	-0.56		
HD10700	Y.Takeda+PASJ57452005	-0.43		
HD10700	Y.Takeda+PASJ593352007	-0.43		
HD10700	T.V.Mishenina+AAP3709512001	-0.56		
HD107582	B.E.Reddy+MNRAS36713292006	-0.72	-0.03	-0.25
HD107582	T.Gehren+AAP45110652006	-0.61		
HD10780	Y.Takeda+PASJ57652005	0.1	0.2	0.19
HD10780	Y.Takeda+PASJ57452005	0.1		
HD10780	T.V.Mishenina+AAP552A1282013	0.04	0.09	
HD10780	Y.Takeda+PASJ593352007	0.1		
HD10780	T.V.Mishenina+AAP547A1062012	0.04		
HD108317	K.Jonsell+AAP4403212005	-2.19	-1.63	
HD108317	I.U.Roederer+ApJ791322014	-2.37		
HD108317	C.J.Hansen+AAP545A312012	-2.11		
HD108317	T.V.Mishenina+AAP3709512001	-2.17		
HD108317	I.U.Roederer+ApJ747L82012	-2.37		
HD108317	I.U.Roederer+ApJ7249752010			
HD108317	M.N.Ishigaki+ApJ753642012	-2.27		
HD108317	J.P.Fulbright+ApJ59511542003	-2.4	-1.53	
HD108317	T.V.Mishenina+AAP3961892002	-2.17		
HD108317	Y.Takeda+PASJ63S5372011	-2.35		
HD108317	I.U.Roederer+ApJS203272012	-2.37		
HD108317	D.L.Burris+ApJ5443022000	-2.2		
HD108317	K.A.Venn+AJ12811772004			
HD108317	I.U.Roederer+AJ1471362014	-2.6	-1.96	-2.62
HD108317	J.P.Fulbright+AJ12018412000	-2.2		
HD108317	I.U.Roederer+ApJ69819632009	-2.18		
HD108317	M.N.Ishigaki+ApJ771672013	-2.28		
HD108317	C.Charbonnel+AAP4429612005	-2.32		
HD108317	J.Simmerer+ApJ61710912004	-2.18		-2.05
HD108317	A.E.GarciaPerez+AAP4516212006	-2.27	-1.46	
HD108317	B.W.Carney+AJ1252932003	-2.48		
HD108317	A.E.GarciaPerez+AAP4472992006	-2.25		
HD109358	Y.Takeda+PASJ57652005	-0.22	0.02	-0.2
HD109358	Y.Takeda+PASJ57452005	-0.22		
HD109358	T.V.Mishenina+AAP552A1282013	-0.18	0.11	
HD109358	Y.Takeda+PASJ593352007	-0.22		
HD110184	C.J.Hansen+AAP545A312012	-2.4		
HD110184	T.V.Mishenina+AAP3961892002	-2.27		
HD110184	D.L.Burris+ApJ5443022000	-2.2		
HD110184	K.A.Venn+AJ12811772004			
HD110184	T.V.Mishenina+AAP3709512001	-2.27		
HD110184	J.P.Fulbright+AJ12018412000	-2.3		
HD110184	S.Honda+ApJS1521132004			
HD110184	I.U.Roederer+ApJ7249752010			
HD110184	J.Melendez+ApJ5754742002	-2.41	-1.72	-2.87
HD110184	J.Simmerer+ApJ61710912004	-2.72		-2.84
HD110184	S.Honda+ApJ6074742004	-2.52		-3.06
HD110184	M.Aoki+ApJ83782017	-2.52		
HD110281	H.N.Li+ApJ765512013	-1.56	-0.93	-2.51
HD110281	B.W.Carney+AJ1252932003	-1.75		
HD110621	P.E.Nissen+AAP4693192007	-1.59		
HD110621	J.Melendez+ApJ64210822006	-1.4	-0.74	
HD110621	D.Fabbian+AAP50011432009	-1.59	-0.8	-1.41
HD110621	C.J.Akerman+AAP4149312004	-1.66	-0.74	-1.37
HD110621	P.E.Nissen+AAP4159932004	-1.66		
HD110642	B.E.Reddy+MNRAS36713292006	-0.59	0.21	0.02
HD110885	R.G.Gratton+AAP3541692000	-1.45	-0.66	-1.85
HD110885	J.P.Fulbright+ApJ59511542003	-1.6	-0.93	
HD110885	B.W.Carney+AJ1252932003	-1.59		
HD111367	B.E.Reddy+MNRAS36713292006	-0.24	0.07	0
HD111395	Y.Takeda+PASJ57652005	0.1	0.18	0.06
HD111395	Y.Takeda+PASJ57452005	0.1		
HD111395	T.V.Mishenina+AAP552A1282013	0.1		
HD111395	Y.Takeda+PASJ593352007	0.1		
HD111395	T.V.Mishenina+AAP547A1062012	0.1		
HD111721	M.N.Ishigaki+ApJ753642012	-1.34		
HD111721	R.G.Gratton+AAP3541692000	-1.27	-0.63	-1.35
HD111721	J.P.Fulbright+ApJ59511542003	-1.5	-0.8	
HD111721	M.Ishigaki+PASJ621432010	-1.34		
HD111721	N.Ryde+AAP4155592004	-1.27		
HD111721	K.A.Venn+AJ12811772004			
HD111721	M.Takada-Hidai+ApJ5736142002	-1.35		
HD111721	J.P.Fulbright+AJ12018412000	-1.4		
HD111721	M.N.Ishigaki+ApJ771672013	-1.35		
HD111721	B.W.Carney+AJ1252932003	-1.42		
HD111980	P.E.Nissen+AAP511L102010	-1.08		
HD111980	M.N.Ishigaki+ApJ753642012	-1.13		
HD111980	R.G.Gratton+AAP4041872003	-1.19	-0.73	
HD111980	B.E.Reddy+MNRAS36713292006	-0.98	-0.14	-0.7
HD111980	M.Ishigaki+PASJ621432010	-1.25		
HD111980	C.J.Hansen+AAP545A312012	-1.31		
HD111980	K.A.Venn+AJ12811772004			
HD111980	P.E.Nissen+AAP3902352002	-1.07	-0.73	
HD111980	J.P.Fulbright+AJ12018412000	-1.1		
HD111980	M.N.Ishigaki+ApJ771672013	-1.13		
HD111980	K.F.Tan+MNRAS3922052009	-1.11	-0.3	
HD111980	R.Smiljanic+AAP4991032009	-1.1		
HD111980	H.L.Yan+AAP5851022016	-1.08		
HD111980	P. E. Nissen+AAP530A152011	-1.08		
HD11397	B.E.Reddy+MNRAS36713292006	-0.6	0.02	0.04
HD114094	B.E.Reddy+MNRAS36713292006	-0.21	0.02	0.03
HD114710	M.Takada-Hidai+ApJ5736142002	0.05		
HD114710	Y.Takeda+PASJ57652005	0.1	0.15	0.08
HD114710	J.Simmerer+ApJ61710912004			
HD114710	Y.Takeda+PASJ57452005	0.1		
HD114710	T.V.Mishenina+AAP552A1282013	0.07	0.2	
HD114710	K.A.Venn+AJ12811772004			
HD114710	Y.Takeda+PASJ593352007	0.1		
HD114762	P.E.Nissen+AAP511L102010			
HD114762	R.G.Gratton+AAP4041872003	-0.73		
HD114762	B.E.Reddy+MNRAS36713292006	-0.71	-0.1	-0.32
HD114762	Y.Saito+PASJ615492009	-0.74		
HD114762	T.V.Mishenina+AAP3961892002	-0.74		
HD114762	K.A.Venn+AJ12811772004			
HD114762	T.V.Mishenina+AAP3709512001	-0.72		
HD114762	J.P.Fulbright+AJ12018412000	-0.7		
HD114762	T.Bensby+AAP562A712014	-0.7	-0.37	
HD114762	J.Simmerer+ApJ61710912004			
HD114762	R.Smiljanic+AAP4991032009	-0.7		
HD114762	T.Gehren+AAP45110652006	-0.7		
HD114762	P. E. Nissen+AAP530A152011	-0.7		
HD114946	M.Takada-Hidai+ApJ5736142002	-0.25		
HD114946	Y.Takeda+PASJ57652005	-0.33	-0.06	-0.18
HD114946	Y.Takeda+PASJ57452005	-0.33		
HD114946	Y.Takeda+PASJ593352007	-0.33		
HD115617	Y.Takeda+PASJ57652005	0.11	0.33	-0.34
HD115617	B.E.Reddy+MNRAS36713292006	-0.03	0.08	0.23
HD115617	Y.Takeda+PASJ57452005	0.11		
HD115617	Y.Takeda+PASJ593352007	0.11		
HD11582	I.U.Roederer+AJ1471362014	-2.03	-1.57	-2.11
HD116926	B.E.Reddy+MNRAS36713292006	-0.44	0.1	-0.03
HD117176	Y.Takeda+PASJ57652005	-0.11	0.04	-0.05
HD117176	Y.Takeda+PASJ57452005	-0.11		
HD117176	T.V.Mishenina+AAP552A1282013	-0.03	0.23	
HD117176	Y.Takeda+PASJ593352007	-0.11		
HD118055	H.N.Li+ApJ765512013	-1.78	-1.33	-2.66
HD118055	J.P.Fulbright+AJ12018412000	-1.8		
HD118055	R.G.Gratton+AAP3541692000	-1.75	-1.28	-2.42
HD118055	J.P.Fulbright+ApJ59511542003	-1.9	-1.27	
HD118055	B.W.Carney+AJ1252932003	-1.46		
HD118055	K.A.Venn+AJ12811772004			
HD119516	M.N.Ishigaki+ApJ753642012	-1.88		
HD119516	M.Ishigaki+PASJ621432010	-2.08		
HD119516	I.U.Roederer+ApJ7115732010	-2.15	-1.43	
HD119516	L.Zhang+ApJ70610952009	-1.82		
HD119516	I.U.Roederer+AJ1471362014	-1.93	-2.12	-2.35
HD119516	M.N.Ishigaki+ApJ771672013	-1.89		
HD119516	J.Simmerer+ApJ61710912004	-2.11		-3.08
HD119516	B.W.Carney+AJ1252932003	-2.49		
HD121004	P.E.Nissen+AAP511L102010	-0.7		
HD121004	R.G.Gratton+AAP4041872003	-0.73	-0.16	
HD121004	C.J.Hansen+AAP545A312012	-0.73		
HD121004	C.J.Akerman+AAP4149312004	-0.77	0.02	-0.38
HD121004	P.E.Nissen+AAP3902352002	-0.75	-0.39	
HD121004	K.F.Tan+MNRAS3922052009	-0.73	-0.11	
HD121004	C.Charbonnel+AAP4429612005	-0.88		
HD121004	E.Caffau+AAP4415332005	-0.76		
HD121004	R.Smiljanic+AAP4991032009	-0.7		
HD121004	H.L.Yan+AAP5851022016	-0.7		
HD121004	P. E. Nissen+AAP530A152011	-0.7		
HD121004	P.E.Nissen+AAP4159932004	-0.77		
HD122196	M.Bergemann+AAP4928232008	-1.78		
HD122196	K.Jonsell+AAP4403212005	-1.69	-1.34	
HD122196	M.N.Ishigaki+ApJ753642012	-1.76		
HD122196	M.Bergemann+AAP522A92010	-1.78		
HD122196	C.J.Hansen+AAP545A312012	-1.81		
HD122196	P.E.Nissen+AAP3902352002	-1.7		
