energy[ev]	n     k
      1566.30      0.99972640   4.4941350e-05
      1566.40      0.99972644   4.4930986e-05
      1566.50      0.99972647   4.4920625e-05
      1566.60      0.99972650   4.4910266e-05
      1566.70      0.99972654   4.4899962e-05
      1566.80      0.99972657   4.4889769e-05
      1566.90      0.99972661   4.4879591e-05
      1567.00      0.99972664   4.4869415e-05
      1567.10      0.99972667   4.4859242e-05
      1567.20      0.99972671   4.4849070e-05
      1567.30      0.99972674   4.4838889e-05
      1567.40      0.99972678   4.4828722e-05
      1567.50      0.99972681   4.4818557e-05
      1567.60      0.99972685   4.4808395e-05
      1567.70      0.99972688   4.4798235e-05
      1567.80      0.99972691   4.4788064e-05
      1567.90      0.99972695   4.4777909e-05
      1568.00      0.99972698   4.4767755e-05
      1568.10      0.99972702   4.4757604e-05
      1568.20      0.99972705   4.4747455e-05
      1568.30      0.99972708   4.4737296e-05
      1568.40      0.99972712   4.4727151e-05
      1568.50      0.99972715   4.4717009e-05
      1568.60      0.99972719   4.4706869e-05
      1568.70      0.99972722   4.4696731e-05
      1568.80      0.99972725   4.4686583e-05
      1568.90      0.99972729   4.4676449e-05
      1569.00      0.99972732   4.4666318e-05
      1569.10      0.99972736   4.4656189e-05
      1569.20      0.99972739   4.4646062e-05
      1569.30      0.99972742   4.4635925e-05
      1569.40      0.99972746   4.4625802e-05
      1569.50      0.99972749   4.4615682e-05
      1569.60      0.99972753   4.4605564e-05
      1569.70      0.99972756   4.4595449e-05
      1569.80      0.99972759   4.4585323e-05
      1569.90      0.99972763   4.4575211e-05
      1570.00      0.99972766   4.4565102e-05
      1570.10      0.99972770   4.4554995e-05
      1570.20      0.99972773   4.4544893e-05
      1570.30      0.99972776   4.4534788e-05
      1570.40      0.99972780   4.4524698e-05
      1570.50      0.99972783   4.4514610e-05
      1570.60      0.99972787   4.4504524e-05
      1570.70      0.99972790   4.4494441e-05
      1570.80      0.99972793   4.4484347e-05
      1570.90      0.99972797   4.4474268e-05
      1571.00      0.99972800   4.4464191e-05
      1571.10      0.99972804   4.4454117e-05
      1571.20      0.99972807   4.4444044e-05
      1571.30      0.99972810   4.4433962e-05
      1571.40      0.99972814   4.4423894e-05
      1571.50      0.99972817   4.4413828e-05
      1571.60      0.99972821   4.4403764e-05
      1571.70      0.99972824   4.4393703e-05
      1571.80      0.99972827   4.4383631e-05
      1571.90      0.99972831   4.4373574e-05
      1572.00      0.99972834   4.4363519e-05
      1572.10      0.99972838   4.4353467e-05
      1572.20      0.99972841   4.4343416e-05
      1572.30      0.99972844   4.4333356e-05
      1572.40      0.99972848   4.4323310e-05
      1572.50      0.99972851   4.4313266e-05
      1572.60      0.99972855   4.4303224e-05
      1572.70      0.99972858   4.4293185e-05
      1572.80      0.99972861   4.4283135e-05
      1572.90      0.99972865   4.4273100e-05
      1573.00      0.99972868   4.4263067e-05
      1573.10      0.99972872   4.4253037e-05
      1573.20      0.99972875   4.4243008e-05
      1573.30      0.99972878   4.4232970e-05
      1573.40      0.99972882   4.4222946e-05
      1573.50      0.99972885   4.4212924e-05
      1573.60      0.99972889   4.4202904e-05
      1573.70      0.99972892   4.4192887e-05
      1573.80      0.99972895   4.4182859e-05
      1573.90      0.99972899   4.4172846e-05
      1574.00      0.99972902   4.4162835e-05
      1574.10      0.99972905   4.4152826e-05
      1574.20      0.99972909   4.4142819e-05
      1574.30      0.99972912   4.4132803e-05
      1574.40      0.99972916   4.4122801e-05
      1574.50      0.99972919   4.4112801e-05
      1574.60      0.99972922   4.4102803e-05
      1574.70      0.99972926   4.4092807e-05
      1574.80      0.99972929   4.4082801e-05
      1574.90      0.99972932   4.4072810e-05
      1575.00      0.99972936   4.4062821e-05
      1575.10      0.99972939   4.4052834e-05
      1575.20      0.99972943   4.4042849e-05
      1575.30      0.99972946   4.4032855e-05
      1575.40      0.99972949   4.4022874e-05
      1575.50      0.99972953   4.4012896e-05
      1575.60      0.99972956   4.4002920e-05
      1575.70      0.99972959   4.3992946e-05
      1575.80      0.99972963   4.3982962e-05
      1575.90      0.99972966   4.3972993e-05
      1576.00      0.99972970   4.3963025e-05
      1576.10      0.99972973   4.3953060e-05
      1576.20      0.99972976   4.3943097e-05
      1576.30      0.99972980   4.3933124e-05
      1576.40      0.99972983   4.3923166e-05
      1576.50      0.99972986   4.3913209e-05
      1576.60      0.99972990   4.3903255e-05
      1576.70      0.99972993   4.3893303e-05
      1576.80      0.99972997   4.3883341e-05
      1576.90      0.99973000   4.3873393e-05
      1577.00      0.99973003   4.3863447e-05
      1577.10      0.99973007   4.3853504e-05
      1577.20      0.99973010   4.3843563e-05
      1577.30      0.99973013   4.3833611e-05
      1577.40      0.99973017   4.3823674e-05
      1577.50      0.99973020   4.3813740e-05
      1577.60      0.99973023   4.3803807e-05
      1577.70      0.99973027   4.3793877e-05
      1577.80      0.99973030   4.3783936e-05
      1577.90      0.99973034   4.3774010e-05
      1578.00      0.99973037   4.3764086e-05
      1578.10      0.99973040   4.3754165e-05
      1578.20      0.99973044   4.3744245e-05
      1578.30      0.99973047   4.3734315e-05
      1578.40      0.99973050   4.3724400e-05
      1578.50      0.99973054   4.3714487e-05
      1578.60      0.99973057   4.3704576e-05
      1578.70      0.99973060   4.3694667e-05
      1578.80      0.99973064   4.3684749e-05
      1578.90      0.99973067   4.3674844e-05
      1579.00      0.99973070   4.3664942e-05
      1579.10      0.99973074   4.3655042e-05
      1579.20      0.99973077   4.3645144e-05
      1579.30      0.99973080   4.3635236e-05
      1579.40      0.99973084   4.3625342e-05
      1579.50      0.99973087   4.3615450e-05
      1579.60      0.99973091   4.3605561e-05
      1579.70      0.99973094   4.3595674e-05
      1579.80      0.99973097   4.3585777e-05
      1579.90      0.99973101   4.3575894e-05
      1580.00      0.99973104   4.3566013e-05
      1580.10      0.99973107   4.3556134e-05
      1580.20      0.99973111   4.3546258e-05
      1580.30      0.99973114   4.3536372e-05
      1580.40      0.99973117   4.3526499e-05
      1580.50      0.99973121   4.3516629e-05
      1580.60      0.99973124   4.3506762e-05
      1580.70      0.99973127   4.3496896e-05
      1580.80      0.99973131   4.3487020e-05
      1580.90      0.99973134   4.3477159e-05
      1581.00      0.99973137   4.3467300e-05
      1581.10      0.99973141   4.3457442e-05
      1581.20      0.99973144   4.3447588e-05
      1581.30      0.99973147   4.3437723e-05
      1581.40      0.99973151   4.3427872e-05
      1581.50      0.99973154   4.3418023e-05
      1581.60      0.99973157   4.3408177e-05
      1581.70      0.99973161   4.3398333e-05
      1581.80      0.99973164   4.3388479e-05
      1581.90      0.99973167   4.3378639e-05
      1582.00      0.99973171   4.3368801e-05
      1582.10      0.99973174   4.3358965e-05
      1582.20      0.99973177   4.3349132e-05
      1582.30      0.99973181   4.3339288e-05
      1582.40      0.99973184   4.3329459e-05
      1582.50      0.99973187   4.3319632e-05
      1582.60      0.99973191   4.3309807e-05
      1582.70      0.99973194   4.3299984e-05
      1582.80      0.99973197   4.3290151e-05
      1582.90      0.99973201   4.3280333e-05
      1583.00      0.99973204   4.3270516e-05
      1583.10      0.99973207   4.3260702e-05
      1583.20      0.99973211   4.3250890e-05
      1583.30      0.99973214   4.3241068e-05
      1583.40      0.99973217   4.3231260e-05
      1583.50      0.99973221   4.3221454e-05
      1583.60      0.99973224   4.3211650e-05
      1583.70      0.99973227   4.3201849e-05
      1583.80      0.99973231   4.3192038e-05
      1583.90      0.99973234   4.3182240e-05
      1584.00      0.99973237   4.3172445e-05
      1584.10      0.99973240   4.3162652e-05
      1584.20      0.99973244   4.3152861e-05
      1584.30      0.99973247   4.3143061e-05
      1584.40      0.99973250   4.3133274e-05
      1584.50      0.99973254   4.3123490e-05
      1584.60      0.99973257   4.3113707e-05
      1584.70      0.99973260   4.3103927e-05
      1584.80      0.99973264   4.3094137e-05
      1584.90      0.99973267   4.3084361e-05
      1585.00      0.99973270   4.3074587e-05
      1585.10      0.99973274   4.3064815e-05
      1585.20      0.99973277   4.3055046e-05
      1585.30      0.99973280   4.3045266e-05
      1585.40      0.99973284   4.3035501e-05
      1585.50      0.99973287   4.3025738e-05
      1585.60      0.99973290   4.3015977e-05
      1585.70      0.99973294   4.3006218e-05
      1585.80      0.99973297   4.2996449e-05
      1585.90      0.99973300   4.2986694e-05
      1586.00      0.99973303   4.2976941e-05
      1586.10      0.99973307   4.2967191e-05
      1586.20      0.99973310   4.2957442e-05
      1586.30      0.99973313   4.2947684e-05
      1586.40      0.99973317   4.2937940e-05
      1586.50      0.99973320   4.2928198e-05
      1586.60      0.99973323   4.2918458e-05
      1586.70      0.99973327   4.2908720e-05
      1586.80      0.99973330   4.2898973e-05
      1586.90      0.99973333   4.2889239e-05
      1587.00      0.99973336   4.2879508e-05
      1587.10      0.99973340   4.2869778e-05
      1587.20      0.99973343   4.2860051e-05
      1587.30      0.99973346   4.2850314e-05
      1587.40      0.99973350   4.2840591e-05
      1587.50      0.99973353   4.2830870e-05
      1587.60      0.99973356   4.2821151e-05
      1587.70      0.99973360   4.2811434e-05
      1587.80      0.99973363   4.2801708e-05
      1587.90      0.99973366   4.2791995e-05
      1588.00      0.99973369   4.2782285e-05
      1588.10      0.99973373   4.2772577e-05
      1588.20      0.99973376   4.2762870e-05
      1588.30      0.99973379   4.2753155e-05
      1588.40      0.99973383   4.2743453e-05
      1588.50      0.99973386   4.2733753e-05
      1588.60      0.99973389   4.2724055e-05
      1588.70      0.99973393   4.2714359e-05
      1588.80      0.99973396   4.2704654e-05
      1588.90      0.99973399   4.2694962e-05
      1589.00      0.99973402   4.2685273e-05
      1589.10      0.99973406   4.2675586e-05
      1589.20      0.99973409   4.2665901e-05
      1589.30      0.99973412   4.2656206e-05
      1589.40      0.99973416   4.2646525e-05
      1589.50      0.99973419   4.2636846e-05
      1589.60      0.99973422   4.2627169e-05
      1589.70      0.99973425   4.2617495e-05
      1589.80      0.99973429   4.2607810e-05
      1589.90      0.99973432   4.2598140e-05
      1590.00      0.99973435   4.2588471e-05
      1590.10      0.99973439   4.2578805e-05
      1590.20      0.99973442   4.2569141e-05
      1590.30      0.99973445   4.2559467e-05
      1590.40      0.99973448   4.2549807e-05
      1590.50      0.99973452   4.2540149e-05
      1590.60      0.99973455   4.2530493e-05
      1590.70      0.99973458   4.2520840e-05
      1590.80      0.99973461   4.2511176e-05
      1590.90      0.99973465   4.2501527e-05
      1591.00      0.99973468   4.2491879e-05
      1591.10      0.99973471   4.2482234e-05
      1591.20      0.99973475   4.2472590e-05
      1591.30      0.99973478   4.2462938e-05
      1591.40      0.99973481   4.2453298e-05
      1591.50      0.99973484   4.2443661e-05
      1591.60      0.99973488   4.2434026e-05
      1591.70      0.99973491   4.2424394e-05
      1591.80      0.99973494   4.2414751e-05
      1591.90      0.99973497   4.2405122e-05
      1592.00      0.99973501   4.2395496e-05
      1592.10      0.99973504   4.2386026e-05
      1592.20      0.99973507   4.2376574e-05
      1592.30      0.99973511   4.2367114e-05
      1592.40      0.99973514   4.2357666e-05
      1592.50      0.99973517   4.2348221e-05
      1592.60      0.99973521   4.2338778e-05
      1592.70      0.99973524   4.2329337e-05
      1592.80      0.99973527   4.2319887e-05
      1592.90      0.99973530   4.2310450e-05
      1593.00      0.99973534   4.2301015e-05
      1593.10      0.99973537   4.2291582e-05
      1593.20      0.99973540   4.2282151e-05
      1593.30      0.99973544   4.2272711e-05
      1593.40      0.99973547   4.2263284e-05
      1593.50      0.99973550   4.2253859e-05
      1593.60      0.99973553   4.2244436e-05
      1593.70      0.99973557   4.2235016e-05
      1593.80      0.99973560   4.2225586e-05
      1593.90      0.99973563   4.2216169e-05
      1594.00      0.99973567   4.2206754e-05
      1594.10      0.99973570   4.2197342e-05
      1594.20      0.99973573   4.2187931e-05
      1594.30      0.99973576   4.2178511e-05
      1594.40      0.99973580   4.2169105e-05
      1594.50      0.99973583   4.2159700e-05
      1594.60      0.99973586   4.2150298e-05
      1594.70      0.99973590   4.2140898e-05
      1594.80      0.99973593   4.2131488e-05
      1594.90      0.99973596   4.2122091e-05
      1595.00      0.99973599   4.2112697e-05
      1595.10      0.99973603   4.2103305e-05
      1595.20      0.99973606   4.2093915e-05
      1595.30      0.99973609   4.2084515e-05
      1595.40      0.99973612   4.2075129e-05
      1595.50      0.99973616   4.2065744e-05
      1595.60      0.99973619   4.2056363e-05
      1595.70      0.99973622   4.2046988e-05
      1595.80      0.99973626   4.2037604e-05
      1595.90      0.99973629   4.2028233e-05
      1596.00      0.99973632   4.2018864e-05
      1596.10      0.99973635   4.2009497e-05
      1596.20      0.99973639   4.2000132e-05
      1596.30      0.99973642   4.1990757e-05
      1596.40      0.99973645   4.1981396e-05
      1596.50      0.99973648   4.1972037e-05
      1596.60      0.99973652   4.1962680e-05
      1596.70      0.99973655   4.1953325e-05
      1596.80      0.99973658   4.1943961e-05
      1596.90      0.99973661   4.1934610e-05
      1597.00      0.99973665   4.1925261e-05
      1597.10      0.99973668   4.1915915e-05
      1597.20      0.99973671   4.1906570e-05
      1597.30      0.99973675   4.1897215e-05
      1597.40      0.99973678   4.1887875e-05
      1597.50      0.99973681   4.1878536e-05
      1597.60      0.99973684   4.1869199e-05
      1597.70      0.99973688   4.1859864e-05
