energy[ev]	n     k
      1967.70      0.99982279   2.7142554e-05
      1967.80      0.99982285   2.7099987e-05
      1967.90      0.99982292   2.7109506e-05
      1968.00      0.99982297   2.7119022e-05
      1968.10      0.99982301   2.7128748e-05
      1968.20      0.99982304   2.7138260e-05
      1968.30      0.99982307   2.7147993e-05
      1968.40      0.99982309   2.7156655e-05
      1968.50      0.99982312   2.7165527e-05
      1968.60      0.99982314   2.7174185e-05
      1968.70      0.99982316   2.7183053e-05
      1968.80      0.99982317   2.7191929e-05
      1968.90      0.99982319   2.7200582e-05
      1969.00      0.99982320   2.7209444e-05
      1969.10      0.99982321   2.7218304e-05
      1969.20      0.99982321   2.7227162e-05
      1969.30      0.99982321   2.7236017e-05
      1969.40      0.99982320   2.7219308e-05
      1969.50      0.99982320   2.7202814e-05
      1969.60      0.99982321   2.7186324e-05
      1969.70      0.99982322   2.7169836e-05
      1969.80      0.99982324   2.7153331e-05
      1969.90      0.99982325   2.7136850e-05
      1970.00      0.99982327   2.7120372e-05
      1970.10      0.99982329   2.7103898e-05
      1970.20      0.99982331   2.7087426e-05
      1970.30      0.99982334   2.7070946e-05
      1970.40      0.99982337   2.7070731e-05
      1970.50      0.99982339   2.7070517e-05
      1970.60      0.99982341   2.7070091e-05
      1970.70      0.99982343   2.7069876e-05
      1970.80      0.99982344   2.7069450e-05
      1970.90      0.99982346   2.7069235e-05
      1971.00      0.99982347   2.7069020e-05
      1971.10      0.99982348   2.7068594e-05
      1971.20      0.99982349   2.7068379e-05
      1971.30      0.99982349   2.7068153e-05
      1971.40      0.99982348   2.7046644e-05
      1971.50      0.99982349   2.7025349e-05
      1971.60      0.99982350   2.7004059e-05
      1971.70      0.99982352   2.6982773e-05
      1971.80      0.99982353   2.6961465e-05
      1971.90      0.99982355   2.6940187e-05
      1972.00      0.99982357   2.6918703e-05
      1972.10      0.99982360   2.6897433e-05
      1972.20      0.99982363   2.6876168e-05
      1972.30      0.99982367   2.6854893e-05
      1972.40      0.99982371   2.6858489e-05
      1972.50      0.99982374   2.6862085e-05
      1972.60      0.99982376   2.6865469e-05
      1972.70      0.99982378   2.6869062e-05
      1972.80      0.99982380   2.6872660e-05
      1972.90      0.99982382   2.6876252e-05
      1973.00      0.99982383   2.6879843e-05
      1973.10      0.99982384   2.6883222e-05
      1973.20      0.99982384   2.6886812e-05
      1973.30      0.99982383   2.6890178e-05
      1973.40      0.99982382   2.6861153e-05
      1973.50      0.99982383   2.6831923e-05
      1973.60      0.99982384   2.6802909e-05
      1973.70      0.99982385   2.6773691e-05
      1973.80      0.99982387   2.6744653e-05
      1973.90      0.99982390   2.6715656e-05
      1974.00      0.99982393   2.6686455e-05
      1974.10      0.99982396   2.6657470e-05
      1974.20      0.99982400   2.6628280e-05
      1974.30      0.99982405   2.6599289e-05
      1974.40      0.99982411   2.6606054e-05
      1974.50      0.99982415   2.6613027e-05
      1974.60      0.99982419   2.6619789e-05
      1974.70      0.99982422   2.6626550e-05
      1974.80      0.99982424   2.6633527e-05
      1974.90      0.99982427   2.6640285e-05
      1975.00      0.99982429   2.6647041e-05
      1975.10      0.99982432   2.6653795e-05
      1975.20      0.99982433   2.6660758e-05
      1975.30      0.99982435   2.6667513e-05
      1975.40      0.99982436   2.6665234e-05
      1975.50      0.99982438   2.6662955e-05
      1975.60      0.99982439   2.6660676e-05
      1975.70      0.99982441   2.6658398e-05
      1975.80      0.99982443   2.6656117e-05
      1975.90      0.99982445   2.6653840e-05
      1976.00      0.99982446   2.6651772e-05
      1976.10      0.99982448   2.6649495e-05
      1976.20      0.99982450   2.6647009e-05
      1976.30      0.99982452   2.6644941e-05
      1976.40      0.99982454   2.6645812e-05
      1976.50      0.99982455   2.6646891e-05
      1976.60      0.99982457   2.6647761e-05
      1976.70      0.99982458   2.6648840e-05
      1976.80      0.99982460   2.6649711e-05
      1976.90      0.99982461   2.6650789e-05
      1977.00      0.99982462   2.6651658e-05
      1977.10      0.99982462   2.6652736e-05
      1977.20      0.99982463   2.6653604e-05
      1977.30      0.99982462   2.6654669e-05
      1977.40      0.99982461   2.6628294e-05
      1977.50      0.99982462   2.6602133e-05
      1977.60      0.99982463   2.6575978e-05
      1977.70      0.99982464   2.6549828e-05
      1977.80      0.99982466   2.6523442e-05
      1977.90      0.99982468   2.6497302e-05
      1978.00      0.99982470   2.6471168e-05
      1978.10      0.99982473   2.6444829e-05
      1978.20      0.99982477   2.6418705e-05
      1978.30      0.99982482   2.6392778e-05
      1978.40      0.99982487   2.6397228e-05
      1978.50      0.99982491   2.6402096e-05
      1978.60      0.99982494   2.6406754e-05
      1978.70      0.99982497   2.6411410e-05
      1978.80      0.99982499   2.6416071e-05
      1978.90      0.99982502   2.6420726e-05
      1979.00      0.99982504   2.6425588e-05
      1979.10      0.99982506   2.6430240e-05
      1979.20      0.99982508   2.6434891e-05
      1979.30      0.99982510   2.6439545e-05
      1979.40      0.99982512   2.6438965e-05
      1979.50      0.99982513   2.6438386e-05
      1979.60      0.99982515   2.6437806e-05
      1979.70      0.99982517   2.6437227e-05
      1979.80      0.99982519   2.6436647e-05
      1979.90      0.99982520   2.6436067e-05
      1980.00      0.99982522   2.6435487e-05
      1980.10      0.99982524   2.6434908e-05
      1980.20      0.99982526   2.6434328e-05
      1980.30      0.99982527   2.6433748e-05
      1980.40      0.99982529   2.6433587e-05
      1980.50      0.99982530   2.6433634e-05
      1980.60      0.99982532   2.6433472e-05
      1980.70      0.99982533   2.6433518e-05
      1980.80      0.99982535   2.6433565e-05
      1980.90      0.99982536   2.6433611e-05
      1981.00      0.99982537   2.6433449e-05
      1981.10      0.99982538   2.6433495e-05
      1981.20      0.99982539   2.6433333e-05
      1981.30      0.99982539   2.6433370e-05
      1981.40      0.99982539   2.6416093e-05
      1981.50      0.99982540   2.6398819e-05
      1981.60      0.99982541   2.6381757e-05
      1981.70      0.99982542   2.6364490e-05
      1981.80      0.99982544   2.6347205e-05
      1981.90      0.99982546   2.6330153e-05
      1982.00      0.99982548   2.6312896e-05
      1982.10      0.99982550   2.6295642e-05
      1982.20      0.99982553   2.6278601e-05
      1982.30      0.99982557   2.6261342e-05
      1982.40      0.99982560   2.6263697e-05
      1982.50      0.99982563   2.6266052e-05
      1982.60      0.99982566   2.6268406e-05
      1982.70      0.99982568   2.6270759e-05
      1982.80      0.99982570   2.6273115e-05
      1982.90      0.99982572   2.6275259e-05
      1983.00      0.99982573   2.6277611e-05
      1983.10      0.99982575   2.6279962e-05
      1983.20      0.99982576   2.6282312e-05
      1983.30      0.99982577   2.6284660e-05
      1983.40      0.99982578   2.6276386e-05
      1983.50      0.99982579   2.6268322e-05
      1983.60      0.99982581   2.6260260e-05
      1983.70      0.99982582   2.6252199e-05
      1983.80      0.99982584   2.6243922e-05
      1983.90      0.99982586   2.6235864e-05
      1984.00      0.99982587   2.6227808e-05
      1984.10      0.99982589   2.6219545e-05
      1984.20      0.99982591   2.6211491e-05
      1984.30      0.99982592   2.6203429e-05
      1984.40      0.99982594   2.6193089e-05
      1984.50      0.99982596   2.6182544e-05
      1984.60      0.99982598   2.6172417e-05
      1984.70      0.99982600   2.6162084e-05
      1984.80      0.99982602   2.6151531e-05
      1984.90      0.99982604   2.6141202e-05
      1985.00      0.99982606   2.6130875e-05
      1985.10      0.99982609   2.6120549e-05
      1985.20      0.99982611   2.6110225e-05
      1985.30      0.99982614   2.6099896e-05
      1985.40      0.99982617   2.6099554e-05
      1985.50      0.99982620   2.6099420e-05
      1985.60      0.99982622   2.6099078e-05
      1985.70      0.99982625   2.6098944e-05
      1985.80      0.99982627   2.6098809e-05
      1985.90      0.99982629   2.6098467e-05
      1986.00      0.99982632   2.6098332e-05
      1986.10      0.99982634   2.6097990e-05
      1986.20      0.99982636   2.6097855e-05
      1986.30      0.99982639   2.6097722e-05
      1986.40      0.99982641   2.6102571e-05
      1986.50      0.99982643   2.6107419e-05
      1986.60      0.99982645   2.6112473e-05
      1986.70      0.99982647   2.6117319e-05
      1986.80      0.99982649   2.6122169e-05
      1986.90      0.99982651   2.6127220e-05
      1987.00      0.99982652   2.6132062e-05
      1987.10      0.99982654   2.6137111e-05
      1987.20      0.99982655   2.6141951e-05
      1987.30      0.99982657   2.6147001e-05
      1987.40      0.99982658   2.6147690e-05
      1987.50      0.99982659   2.6148586e-05
      1987.60      0.99982660   2.6149274e-05
      1987.70      0.99982662   2.6150169e-05
      1987.80      0.99982663   2.6150858e-05
      1987.90      0.99982664   2.6151752e-05
      1988.00      0.99982665   2.6152647e-05
      1988.10      0.99982666   2.6153333e-05
      1988.20      0.99982667   2.6154227e-05
      1988.30      0.99982668   2.6154910e-05
      1988.40      0.99982668   2.6148135e-05
      1988.50      0.99982669   2.6141154e-05
      1988.60      0.99982670   2.6134382e-05
      1988.70      0.99982671   2.6127404e-05
      1988.80      0.99982673   2.6120625e-05
      1988.90      0.99982674   2.6113649e-05
      1989.00      0.99982675   2.6106882e-05
      1989.10      0.99982677   2.6099909e-05
      1989.20      0.99982678   2.6093144e-05
      1989.30      0.99982679   2.6086165e-05
      1989.40      0.99982681   2.6080438e-05
      1989.50      0.99982682   2.6074504e-05
      1989.60      0.99982684   2.6068779e-05
      1989.70      0.99982685   2.6063055e-05
      1989.80      0.99982686   2.6057324e-05
      1989.90      0.99982688   2.6051395e-05
      1990.00      0.99982689   2.6045674e-05
      1990.10      0.99982690   2.6039747e-05
      1990.20      0.99982692   2.6034028e-05
      1990.30      0.99982692   2.6028298e-05
      1990.40      0.99982693   2.6013481e-05
      1990.50      0.99982695   2.5998873e-05
      1990.60      0.99982696   2.5984061e-05
      1990.70      0.99982698   2.5969459e-05
      1990.80      0.99982700   2.5954635e-05
      1990.90      0.99982702   2.5939831e-05
      1991.00      0.99982704   2.5925238e-05
      1991.10      0.99982707   2.5910440e-05
      1991.20      0.99982710   2.5895852e-05
      1991.30      0.99982714   2.5881054e-05
      1991.40      0.99982718   2.5891059e-05
      1991.50      0.99982721   2.5901062e-05
      1991.60      0.99982723   2.5910857e-05
      1991.70      0.99982725   2.5920855e-05
      1991.80      0.99982727   2.5930658e-05
      1991.90      0.99982728   2.5940652e-05
      1992.00      0.99982730   2.5950645e-05
      1992.10      0.99982731   2.5960429e-05
      1992.20      0.99982731   2.5970417e-05
      1992.30      0.99982731   2.5980197e-05
      1992.40      0.99982730   2.5966650e-05
      1992.50      0.99982730   2.5952692e-05
      1992.60      0.99982731   2.5939151e-05
      1992.70      0.99982732   2.5925199e-05
      1992.80      0.99982733   2.5911439e-05
      1992.90      0.99982735   2.5897905e-05
      1993.00      0.99982737   2.5884167e-05
      1993.10      0.99982738   2.5870226e-05
      1993.20      0.99982741   2.5856699e-05
      1993.30      0.99982744   2.5842961e-05
      1993.40      0.99982747   2.5846143e-05
      1993.50      0.99982749   2.5849323e-05
      1993.60      0.99982751   2.5852504e-05
      1993.70      0.99982752   2.5855683e-05
      1993.80      0.99982754   2.5859071e-05
      1993.90      0.99982755   2.5862249e-05
      1994.00      0.99982756   2.5865426e-05
      1994.10      0.99982757   2.5868602e-05
      1994.20      0.99982757   2.5871778e-05
      1994.30      0.99982757   2.5874945e-05
      1994.40      0.99982756   2.5854429e-05
      1994.50      0.99982756   2.5833917e-05
      1994.60      0.99982757   2.5813203e-05
      1994.70      0.99982759   2.5792699e-05
      1994.80      0.99982760   2.5772174e-05
      1994.90      0.99982762   2.5751678e-05
      1995.00      0.99982764   2.5730980e-05
      1995.10      0.99982767   2.5710492e-05
      1995.20      0.99982769   2.5689802e-05
      1995.30      0.99982774   2.5669309e-05
      1995.40      0.99982778   2.5674351e-05
      1995.50      0.99982781   2.5679186e-05
      1995.60      0.99982783   2.5684021e-05
      1995.70      0.99982785   2.5688854e-05
      1995.80      0.99982787   2.5693692e-05
      1995.90      0.99982789   2.5698728e-05
      1996.00      0.99982791   2.5703558e-05
      1996.10      0.99982792   2.5708592e-05
      1996.20      0.99982793   2.5713420e-05
      1996.30      0.99982793   2.5718245e-05
      1996.40      0.99982794   2.5708679e-05
      1996.50      0.99982794   2.5699321e-05
      1996.60      0.99982796   2.5689553e-05
      1996.70      0.99982797   2.5679993e-05
      1996.80      0.99982798   2.5670423e-05
      1996.90      0.99982799   2.5660866e-05
      1997.00      0.99982800   2.5651311e-05
      1997.10      0.99982802   2.5641758e-05
      1997.20      0.99982803   2.5632206e-05
      1997.30      0.99982803   2.5622637e-05
      1997.40      0.99982804   2.5596042e-05
      1997.50      0.99982805   2.5569453e-05
      1997.60      0.99982807   2.5542664e-05
      1997.70      0.99982810   2.5516085e-05
      1997.80      0.99982812   2.5489479e-05
      1997.90      0.99982816   2.5462910e-05
      1998.00      0.99982820   2.5436347e-05
      1998.10      0.99982825   2.5409789e-05
      1998.20      0.99982833   2.5383236e-05
      1998.30      0.99982838   2.5452934e-05
      1998.40      0.99982840   2.5461877e-05
      1998.50      0.99982842   2.5471228e-05
      1998.60      0.99982845   2.5480783e-05
      1998.70      0.99982847   2.5490336e-05
      1998.80      0.99982850   2.5499898e-05
      1998.90      0.99982852   2.5509036e-05
      1999.00      0.99982853   2.5518173e-05
      1999.10      0.99982855   2.5526897e-05
      1999.20      0.99982857   2.5534800e-05
      1999.30      0.99982858   2.5542095e-05
      1999.40      0.99982860   2.5548764e-05
      1999.50      0.99982861   2.5554612e-05
      1999.60      0.99982862   2.5559639e-05
      1999.70      0.99982864   2.5563436e-05
      1999.80      0.99982865   2.5566620e-05
      1999.90      0.99982866   2.5568776e-05
      2000.00      0.99982867   2.5569907e-05
      2000.10      0.99982868   2.5570014e-05
      2000.20      0.99982869   2.5569301e-05
      2000.30      0.99982870   2.5567767e-05
      2000.40      0.99982871   2.5565416e-05
      2000.50      0.99982872   2.5562247e-05
      2000.60      0.99982873   2.5558668e-05
      2000.70      0.99982874   2.5554477e-05
      2000.80      0.99982875   2.5549666e-05
      2000.90      0.99982877   2.5544452e-05
      2001.00      0.99982878   2.5539034e-05
      2001.10      0.99982879   2.5533413e-05
      2001.20      0.99982881   2.5527588e-05
      2001.30      0.99982882   2.5521553e-05
      2001.40      0.99982884   2.5515730e-05
      2001.50      0.99982885   2.5509704e-05
      2001.60      0.99982887   2.5503884e-05
      2001.70      0.99982888   2.5498269e-05
      2001.80      0.99982890   2.5492852e-05
      2001.90      0.99982892   2.5487444e-05
      2002.00      0.99982893   2.5482445e-05
      2002.10      0.99982895   2.5477652e-05
      2002.20      0.99982897   2.5472859e-05
      2002.30      0.99982898   2.5468470e-05
      2002.40      0.99982900   2.5464497e-05
      2002.50      0.99982902   2.5460524e-05
      2002.60      0.99982903   2.5456756e-05
      2002.70      0.99982905   2.5453193e-05
      2002.80      0.99982907   2.5449626e-05
      2002.90      0.99982909   2.5446473e-05
      2003.00      0.99982910   2.5443320e-05
      2003.10      0.99982912   2.5440372e-05
      2003.20      0.99982914   2.5437424e-05
      2003.30      0.99982915   2.5434678e-05
      2003.40      0.99982917   2.5432139e-05
      2003.50      0.99982919   2.5429601e-05
      2003.60      0.99982920   2.5427268e-05
      2003.70      0.99982922   2.5424934e-05
      2003.80      0.99982924   2.5423007e-05
      2003.90      0.99982925   2.5421287e-05
      2004.00      0.99982927   2.5419567e-05
      2004.10      0.99982929   2.5418051e-05
      2004.20      0.99982930   2.5416739e-05
      2004.30      0.99982932   2.5415629e-05
      2004.40      0.99982933   2.5414522e-05
      2004.50      0.99982935   2.5413618e-05
      2004.60      0.99982936   2.5412715e-05
      2004.70      0.99982938   2.5411811e-05
      2004.80      0.99982939   2.5410702e-05
      2004.90      0.99982940   2.5409595e-05
      2005.00      0.99982942   2.5408284e-05
      2005.10      0.99982943   2.5406769e-05
      2005.20      0.99982944   2.5405051e-05
      2005.30      0.99982946   2.5403127e-05
      2005.40      0.99982947   2.5400594e-05
      2005.50      0.99982948   2.5397654e-05
      2005.60      0.99982949   2.5394511e-05
      2005.70      0.99982950   2.5390961e-05
      2005.80      0.99982951   2.5386796e-05
      2005.90      0.99982953   2.5382433e-05
      2006.00      0.99982954   2.5377663e-05
      2006.10      0.99982955   2.5372486e-05
      2006.20      0.99982956   2.5366904e-05
      2006.30      0.99982957   2.5361112e-05
      2006.40      0.99982959   2.5355124e-05
      2006.50      0.99982960   2.5348527e-05
      2006.60      0.99982961   2.5342135e-05
      2006.70      0.99982962   2.5335133e-05
      2006.80      0.99982964   2.5328328e-05
      2006.90      0.99982965   2.5321125e-05
      2007.00      0.99982966   2.5313924e-05
      2007.10      0.99982968   2.5306317e-05
      2007.20      0.99982969   2.5298915e-05
      2007.30      0.99982971   2.5291302e-05
      2007.40      0.99982972   2.5283699e-05
      2007.50      0.99982974   2.5275691e-05
      2007.60      0.99982975   2.5267888e-05
      2007.70      0.99982977   2.5260087e-05
      2007.80      0.99982978   2.5252277e-05
      2007.90      0.99982980   2.5244275e-05
      2008.00      0.99982982   2.5236477e-05
      2008.10      0.99982983   2.5228478e-05
      2008.20      0.99982985   2.5220887e-05
      2008.30      0.99982987   2.5213084e-05
      2008.40      0.99982988   2.5205496e-05
      2008.50      0.99982990   2.5197909e-05
      2008.60      0.99982992   2.5190526e-05
      2008.70      0.99982994   2.5183348e-05
      2008.80      0.99982996   2.5176162e-05
      2008.90      0.99982998   2.5169393e-05
      2009.00      0.99982999   2.5162625e-05
      2009.10      0.99983001   2.5156263e-05
      2009.20      0.99983003   2.5149904e-05
      2009.30      0.99983005   2.5143943e-05
      2009.40      0.99983007   2.5138397e-05
      2009.50      0.99983009   2.5133055e-05
      2009.60      0.99983011   2.5127917e-05
      2009.70      0.99983013   2.5123185e-05
      2009.80      0.99983015   2.5118855e-05
      2009.90      0.99983017   2.5114936e-05
      2010.00      0.99983019   2.5111424e-05
      2010.10      0.99983022   2.5108318e-05
      2010.20      0.99983024   2.5105618e-05
      2010.30      0.99983026   2.5103726e-05
      2010.40      0.99983028   2.5102041e-05
      2010.50      0.99983030   2.5100963e-05
      2010.60      0.99983032   2.5100291e-05
      2010.70      0.99983034   2.5100024e-05
      2010.80      0.99983036   2.5100163e-05
      2010.90      0.99983037   2.5100707e-05
      2011.00      0.99983039   2.5101656e-05
      2011.10      0.99983041   2.5102807e-05
      2011.20      0.99983043   2.5104160e-05
      2011.30      0.99983045   2.5105515e-05
      2011.40      0.99983046   2.5107070e-05
      2011.50      0.99983048   2.5108422e-05
      2011.60      0.99983049   2.5109976e-05
      2011.70      0.99983051   2.5111125e-05
      2011.80      0.99983052   2.5112072e-05
      2011.90      0.99983053   2.5112815e-05
      2012.00      0.99983055   2.5113153e-05
      2012.10      0.99983056   2.5113086e-05
      2012.20      0.99983057   2.5112614e-05
      2012.30      0.99983059   2.5111534e-05
      2012.40      0.99983060   2.5110253e-05
      2012.50      0.99983061   2.5108365e-05
      2012.60      0.99983062   2.5106070e-05
      2012.70      0.99983063   2.5103579e-05
      2012.80      0.99983065   2.5100475e-05
      2012.90      0.99983066   2.5097173e-05
      2013.00      0.99983067   2.5093467e-05
      2013.10      0.99983068   2.5089554e-05
      2013.20      0.99983070   2.5085248e-05
      2013.30      0.99983071   2.5080932e-05
      2013.40      0.99983072   2.5076420e-05
      2013.50      0.99983074   2.5071909e-05
      2013.60      0.99983075   2.5067190e-05
      2013.70      0.99983076   2.5062484e-05
      2013.80      0.99983078   2.5057566e-05
      2013.90      0.99983079   2.5052855e-05
      2014.00      0.99983081   2.5047944e-05
      2014.10      0.99983082   2.5043028e-05
      2014.20      0.99983084   2.5038326e-05
      2014.30      0.99983085   2.5033411e-05
      2014.40      0.99983087   2.5028705e-05
      2014.50      0.99983088   2.5024000e-05
      2014.60      0.99983090   2.5019290e-05
      2014.70      0.99983091   2.5014794e-05
      2014.80      0.99983093   2.5010288e-05
      2014.90      0.99983094   2.5005989e-05
      2015.00      0.99983096   2.5001692e-05
      2015.10      0.99983097   2.4997592e-05
      2015.20      0.99983099   2.4993704e-05
      2015.30      0.99983101   2.4990009e-05
      2015.40      0.99983102   2.4986521e-05
      2015.50      0.99983104   2.4983034e-05
      2015.60      0.99983106   2.4979947e-05
      2015.70      0.99983107   2.4976868e-05
      2015.80      0.99983109   2.4973984e-05
      2015.90      0.99983110   2.4971507e-05
      2016.00      0.99983112   2.4969030e-05
      2016.10      0.99983113   2.4966753e-05
      2016.20      0.99983115   2.4964481e-05
      2016.30      0.99983117   2.4962406e-05
      2016.40      0.99983118   2.4960535e-05
      2016.50      0.99983120   2.4958665e-05
      2016.60      0.99983121   2.4956793e-05
      2016.70      0.99983123   2.4955126e-05
      2016.80      0.99983124   2.4953254e-05
      2016.90      0.99983125   2.4951586e-05
      2017.00      0.99983127   2.4949918e-05
      2017.10      0.99983128   2.4948249e-05
      2017.20      0.99983130   2.4946382e-05
      2017.30      0.99983131   2.4944713e-05
      2017.40      0.99983132   2.4942844e-05
      2017.50      0.99983134   2.4940976e-05
      2017.60      0.99983135   2.4939106e-05
      2017.70      0.99983136   2.4937241e-05
      2017.80      0.99983138   2.4935170e-05
      2017.90      0.99983139   2.4933102e-05
      2018.00      0.99983140   2.4931034e-05
      2018.10      0.99983141   2.4928561e-05
      2018.20      0.99983142   2.4926094e-05
      2018.30      0.99983144   2.4923420e-05
      2018.40      0.99983145   2.4920549e-05
      2018.50      0.99983146   2.4917477e-05
      2018.60      0.99983147   2.4913999e-05
      2018.70      0.99983148   2.4910530e-05
      2018.80      0.99983149   2.4906450e-05
      2018.90      0.99983150   2.4902174e-05
      2019.00      0.99983151   2.4897698e-05
      2019.10      0.99983152   2.4892613e-05
      2019.20      0.99983154   2.4887542e-05
      2019.30      0.99983155   2.4881856e-05
      2019.40      0.99983156   2.4875775e-05
      2019.50      0.99983157   2.4869696e-05
      2019.60      0.99983158   2.4863208e-05
      2019.70      0.99983159   2.4856335e-05
      2019.80      0.99983160   2.4849448e-05
      2019.90      0.99983162   2.4842369e-05
      2020.00      0.99983163   2.4834889e-05
      2020.10      0.99983164   2.4827603e-05
      2020.20      0.99983166   2.4820136e-05
      2020.30      0.99983167   2.4812451e-05
      2020.40      0.99983168   2.4804977e-05
      2020.50      0.99983170   2.4797504e-05
      2020.60      0.99983171   2.4790024e-05
      2020.70      0.99983172   2.4782564e-05
      2020.80      0.99983174   2.4775086e-05
      2020.90      0.99983175   2.4767619e-05
      2021.00      0.99983177   2.4760354e-05
      2021.10      0.99983178   2.4753282e-05
      2021.20      0.99983180   2.4746229e-05
      2021.30      0.99983181   2.4739160e-05
      2021.40      0.99983183   2.4732502e-05
      2021.50      0.99983185   2.4725644e-05
      2021.60      0.99983186   2.4718980e-05
      2021.70      0.99983188   2.4712534e-05
      2021.80      0.99983189   2.4706073e-05
      2021.90      0.99983191   2.4699822e-05
      2022.00      0.99983192   2.4693572e-05
      2022.10      0.99983194   2.4687516e-05
      2022.20      0.99983196   2.4681675e-05
      2022.30      0.99983197   2.4675822e-05
      2022.40      0.99983199   2.4669977e-05
      2022.50      0.99983200   2.4664132e-05
      2022.60      0.99983202   2.4658483e-05
      2022.70      0.99983204   2.4652848e-05
      2022.80      0.99983205   2.4646999e-05
      2022.90      0.99983207   2.4641360e-05
      2023.00      0.99983208   2.4635520e-05
      2023.10      0.99983210   2.4629875e-05
      2023.20      0.99983211   2.4623845e-05
      2023.30      0.99983213   2.4618002e-05
      2023.40      0.99983215   2.4611967e-05
      2023.50      0.99983216   2.4606133e-05
      2023.60      0.99983218   2.4600092e-05
      2023.70      0.99983219   2.4593868e-05
      2023.80      0.99983221   2.4587630e-05
      2023.90      0.99983223   2.4581600e-05
      2024.00      0.99983225   2.4575571e-05
      2024.10      0.99983226   2.4569537e-05
      2024.20      0.99983228   2.4563917e-05
      2024.30      0.99983230   2.4558085e-05
      2024.40      0.99983232   2.4552660e-05
      2024.50      0.99983233   2.4547436e-05
      2024.60      0.99983235   2.4542407e-05
      2024.70      0.99983237   2.4537791e-05
      2024.80      0.99983239   2.4533364e-05
      2024.90      0.99983241   2.4529143e-05
      2025.00      0.99983242   2.4525522e-05
      2025.10      0.99983244   2.4522097e-05
      2025.20      0.99983246   2.4518881e-05
      2025.30      0.99983248   2.4516257e-05
      2025.40      0.99983250   2.4513837e-05
      2025.50      0.99983252   2.4511817e-05
      2025.60      0.99983253   2.4510194e-05
      2025.70      0.99983255   2.4508775e-05
      2025.80      0.99983257   2.4507752e-05
      2025.90      0.99983259   2.4506731e-05
      2026.00      0.99983260   2.4506109e-05
      2026.10      0.99983262   2.4505686e-05
      2026.20      0.99983263   2.4505264e-05
      2026.30      0.99983265   2.4504842e-05
      2026.40      0.99983267   2.4504818e-05
      2026.50      0.99983268   2.4504396e-05
      2026.60      0.99983269   2.4504172e-05
      2026.70      0.99983271   2.4503750e-05
      2026.80      0.99983272   2.4503127e-05
      2026.90      0.99983273   2.4502306e-05
      2027.00      0.99983275   2.4501484e-05
      2027.10      0.99983276   2.4500262e-05
      2027.20      0.99983277   2.4498645e-05
      2027.30      0.99983278   2.4496625e-05
      2027.40      0.99983279   2.4494408e-05
      2027.50      0.99983281   2.4491594e-05
      2027.60      0.99983282   2.4488577e-05
      2027.70      0.99983283   2.4485170e-05
      2027.80      0.99983284   2.4481356e-05
      2027.90      0.99983285   2.4476950e-05
      2028.00      0.99983286   2.4472345e-05
      2028.10      0.99983287   2.4467336e-05
      2028.20      0.99983288   2.4461943e-05
      2028.30      0.99983290   2.4456138e-05
      2028.40      0.99983291   2.4450143e-05
      2028.50      0.99983292   2.4443949e-05
      2028.60      0.99983293   2.4437550e-05
      2028.70      0.99983295   2.4430769e-05
      2028.80      0.99983296   2.4423974e-05
      2028.90      0.99983297   2.4416988e-05
      2029.00      0.99983299   2.4410005e-05
      2029.10      0.99983300   2.4402814e-05
      2029.20      0.99983301   2.4395841e-05
      2029.30      0.99983303   2.4388654e-05
      2029.40      0.99983304   2.4381476e-05
      2029.50      0.99983306   2.4374498e-05
      2029.60      0.99983307   2.4367315e-05
      2029.70      0.99983309   2.4360547e-05
      2029.80      0.99983310   2.4353764e-05
      2029.90      0.99983312   2.4347189e-05
      2030.00      0.99983314   2.4340615e-05
      2030.10      0.99983315   2.4334433e-05
      2030.20      0.99983317   2.4328267e-05
      2030.30      0.99983319   2.4322286e-05
      2030.40      0.99983320   2.4316710e-05
      2030.50      0.99983322   2.4311335e-05
      2030.60      0.99983324   2.4306153e-05
      2030.70      0.99983326   2.4301182e-05
      2030.80      0.99983327   2.4296400e-05
      2030.90      0.99983329   2.4292021e-05
      2031.00      0.99983331   2.4287842e-05
      2031.10      0.99983332   2.4283858e-05
      2031.20      0.99983334   2.4280280e-05
      2031.30      0.99983336   2.4276893e-05
      2031.40      0.99983338   2.4273511e-05
      2031.50      0.99983339   2.4270526e-05
      2031.60      0.99983341   2.4267935e-05
      2031.70      0.99983343   2.4265153e-05
      2031.80      0.99983344   2.4262762e-05
      2031.90      0.99983346   2.4260375e-05
      2032.00      0.99983347   2.4257988e-05
      2032.10      0.99983349   2.4255797e-05
      2032.20      0.99983350   2.4253611e-05
      2032.30      0.99983352   2.4251421e-05
      2032.40      0.99983354   2.4249035e-05
      2032.50      0.99983355   2.4246848e-05
      2032.60      0.99983356   2.4244460e-05
      2032.70      0.99983358   2.4242078e-05
      2032.80      0.99983359   2.4239492e-05
      2032.90      0.99983361   2.4237108e-05
      2033.00      0.99983362   2.4234328e-05
      2033.10      0.99983364   2.4231545e-05
      2033.20      0.99983365   2.4228967e-05
      2033.30      0.99983367   2.4226184e-05
      2033.40      0.99983368   2.4223406e-05
      2033.50      0.99983370   2.4220826e-05
      2033.60      0.99983371   2.4218243e-05
      2033.70      0.99983372   2.4215667e-05
      2033.80      0.99983374   2.4213284e-05
      2033.90      0.99983375   2.4211101e-05
      2034.00      0.99983377   2.4208919e-05
      2034.10      0.99983378   2.4206736e-05
      2034.20      0.99983379   2.4204952e-05
